"PC1" "PC2" "PC3" "PC4" "pop" "ecotype" "sex" "size" "genotype"
"100" -0.00811744947810028 0.0143945033673233 -0.00812262145743388 0.00568007962357859 "RUP" "fall_run" "F" 1.00025366944232 "fall_run"
"101" -0.00314960959479147 0.00507377234991823 -0.0104152614164762 -0.00530586037453902 "RUP" "fall_run" "F" 1.00012354934895 "fall_run"
"102" 0.00505763860642436 0.000894975836543625 -0.0147637508354994 -0.00232264891660206 "RUP" "fall_run" "F" 1.00026435169069 "fall_run"
"103" -0.00617229728098296 -0.00581806823803056 0.0043456469886721 8.49198900876767e-05 "RUP" "fall_run" "M" 1.00015057749951 "fall_run"
"104" -0.00158393036752735 0.0134086604204594 -0.000255690018303033 -0.0117078704622173 "RUP" "fall_run" "F" 1.00023149231253 "fall_run"
"105" 0.0122798868350791 0.0068757189143118 -0.0086305578567086 0.00217680225970512 "RUP" "fall_run" "F" 1.0002174902173 "fall_run"
"106" 0.00108993274781785 0.00238624844201839 -0.000501486331560796 0.000815980256334174 "RUP" "fall_run" "F" 1.00003822113403 "fall_run"
"107" -0.00250822234990206 0.00206785670449676 0.000451138335346963 0.00150475424577874 "RUP" "fall_run" "M" 1.00006892354133 "fall_run"
"108" 0.000146414692349381 -0.00593159130545143 0.00108365652283148 0.00394510511670273 "RUP" "fall_run" "M" 1.00007598184739 "fall_run"
"109" -0.00726269576881986 -0.00550995447117719 -0.000274423562178368 0.0127440554684697 "RUP" "fall_run" "M" 1.00018391619817 "fall_run"
"110" -0.0085015031158971 0.00740369149273848 -0.00460719234191586 0.00215512451940463 "RUP" "fall_run" "M" 1.00012766198298 "fall_run"
"111" 0.00642554187428131 -0.00111418847867286 -0.019304511858384 -0.0114353923482556 "RUP" "fall_run" "M" 1.00032455997821 "fall_run"
"112" 0.00480603226390944 0.00320567987665804 -0.00923513027918877 0.00425695927271918 "RUP" "fall_run" "F" 1.00011707588533 "fall_run"
"113" 0.000823343380971589 -0.00162274971441319 -0.00999450394096317 -0.00495295420148646 "RUP" "fall_run" "M" 1.00016085234576 "fall_run"
"114" -0.00591333256931333 0.0128350134918402 2.28538980968458e-05 0.00482000833173547 "RUP" "fall_run" "F" 1.00016463047415 "fall_run"
"115" 0.00603787838072193 -0.0117608840874448 -0.00776359343720849 -0.00112200676486484 "RUP" "fall_run" "M" 1.00022593322401 "fall_run"
"116" 0.000382622449239885 0.0137677279835707 -0.00561463467228065 0.00490509995845713 "RUP" "fall_run" "F" 1.0001770073501 "fall_run"
"117" 0.0168670601635091 0.0253196192189529 0.00579653143227231 0.00509765773568658 "RUP" "fall_run" "F" 1.00067026428218 "fall_run"
"118" 0.00773543122330577 0.0146359469302025 -0.0015304124623968 -0.00989195052575319 "RUP" "fall_run" "F" 1.00026141522207 "fall_run"
"119" 0.0131641182752465 0.0139414927034311 -0.0109060276329778 -0.00574086739312918 "RUP" "fall_run" "F" 1.00036671296146 "fall_run"
"120" -0.00336704714763336 0.0144278065853286 0.00335115381096476 0.00824110319549671 "RUP" "fall_run" "F" 1.00027896148876 "fall_run"
