"sample_id" "FISHES_id" "long_tot" "long_fourche" "mass" "sex" "egg_dvpment" "pop" "ecotype" "true_eco" "genotype" "STL" "MXL" "MDL" "POL" "OOL" "PSL" "TTL" "DOL" "LUL" "ANL" "CPL" "CPD" "PCL" "PVL" "BDD" "HDD" "AMO" "HEA" "lower_gill_raker" "upper_gill_raker" "middle_gill_raker_length" "data.sample_id" "pc1_geomorph" "true_age" "confiance" "X1_um" "X2_um" "X3_um" "X4_um" "X5_um" "X6_um" "X7_um" "X8_um" "X9_um" "infered_age" "MXL_res" "MDL_res" "POL_res" "OOL_res" "PSL_res" "TTL_res" "DOL_res" "LUL_res" "ANL_res" "CPL_res" "CPD_res" "PCL_res" "PVL_res" "BDD_res" "HDD_res" "AMO_res" "HEA_res" "gill_raker_count"
"109" "RUP_42" "coarRUPs_7642-21" 340 309 393 "M" 5 "RUP" "fall_run" "fall_run" "RUP" 28.46 1.76 2.88 1.25 1.22 3.47 9.29 3.34 7.05 2.71 2.1 3.84 4.14 3.81 6.96 2.71 55.24 4.17 25 15 NA "RUP_42" -0.008501503 NA NA NA NA NA NA NA NA NA NA NA 4 -0.764197833024897 0.15583069034759 -0.76310978808132 -0.0345641519708134 0.420851391533785 1.35726315695878 0.0310655943803534 -0.243728606103558 -0.577181419981227 -0.608258829268796 -0.0457001685368129 0.290052802403508 0.568941778449787 0.804302373225129 -0.463359133795284 -0.737569216657577 -0.183603504861809 40
"110" "RUP_43" "coarRUPs_7643-21" 335 300 319 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.11 1.84 2.83 1.4 1.25 3.21 8.17 3.44 7.02 2.26 1.93 3.79 3.77 3.52 6.49 2.84 65.42 4.29 28 16 51 "RUP_43" 0.006425542 5 1 823.1131 1170.1622 1358.2011 1585.7993 1770.9366 1879.9477 NA NA NA 5 -0.0860637641657133 0.160667515131769 0.470719166573653 0.426819793072864 -0.292385313187567 -0.492349511663361 0.772866567915204 0.291659027322383 -1.92903946349502 -1.38318963686084 0.164344436128531 -0.63749370011193 -0.0910024522563837 0.0756302521623261 0.703765416913338 0.760708393019169 0.750745216519187 44
"111" "RUP_44" "coarRUPs_7644-21" 330 299 345 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.01 1.81 2.74 1.41 1.12 3.32 8.54 3.28 6.89 2.74 2.22 3.86 4.23 3.59 6.03 2.7 56.89 4.09 27 14 45 "RUP_44" 0.004806032 NA NA NA NA NA NA NA NA NA NA NA 5 -0.253213284634623 -0.227300502144634 0.560223768257532 -0.983147497571345 0.27292822079613 0.417622590796723 0.221429041051299 -0.0495640496036315 -0.0228987717906745 0.920309379528215 0.465701639315644 0.956224497015368 0.140323214809296 -0.995321617985081 -0.130653793382828 -0.466402522432385 -0.0634432459895387 41
"112" "RUP_45" "coarRUPs_7645-21" 333 301 338 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.58 1.81 2.74 1.41 1.12 3.32 8.54 3.28 6.89 2.74 2.22 3.86 4.23 3.59 6.03 2.7 56.89 4.39 27 17 49 "RUP_45" 0.000823 NA NA NA NA NA NA NA NA NA NA NA 5 -0.293141155693523 -0.279366680121703 0.524555047414386 -1.01231899679589 0.163324246018421 0.267337410284093 0.138859233860427 -0.189657167424193 -0.110593061413727 0.799860270476054 0.378006986543841 0.883744500204341 0.0949930690644211 -1.0863553418689 -0.209740505750551 -0.473075176298387 1.13442722372161 44
"113" "RUP_46" "coarRUPs_7646-21" 335 305 382 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.65 1.86 2.76 1.36 1.22 3.59 8.8 3.24 7.16 2.89 2.2 3.43 4.18 3.65 7.1 2.79 58.07 4.25 27 15 49 "RUP_46" -0.005913333 NA NA NA NA NA NA NA NA NA NA NA 5 -0.0613100913903148 -0.29149200940422 0.0952421391141656 0.0243473839491959 1.19647656737989 0.553257526863317 -0.174203362929827 0.383976558520158 0.295713511969382 0.404630020155838 -1.3778719291216 0.569802472414548 0.18313953402113 1.32682252213391 0.193645827332949 -0.316348659708698 0.346047579948321 42
"114" "RUP_47" "coarRUPs_7647-21" 362 326 391 "M" 5 "RUP" "fall_run" "fall_run" "RUP" 30.09 1.99 2.91 1.31 1.25 3.46 9.09 3.48 7.52 3.17 2.43 4.37 4.47 3.86 6.4 2.9 63.4 4.47 26 14 57 "RUP_47" 0.006037878 NA NA NA NA NA NA NA NA NA NA NA 5 0.328633719567945 -0.148902072354342 -0.63438962779125 0.0434233982648673 -0.554919018108936 -0.368102307012034 -0.151295172202749 0.0517016031940156 0.460263517330122 0.920208961186252 1.15714378569291 0.792389233857306 0.332948961434664 -1.32764771603364 0.0493978747279097 0.379847220021057 0.316569250703785 40
"115" "RUP_48" "coarRUPs_7648-21" 345 312 419 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.22 1.85 2.92 1.41 1.18 3.38 9.03 3.15 7.29 2.73 2.25 3.63 4.03 3.58 7.2 2.95 60.3 4.19 31 17 62 "RUP_48" 0.000383 NA NA NA NA NA NA NA NA NA NA NA 5 -0.263385754263804 0.261413647274443 0.328911767064132 -0.516396285217967 -0.160401979590637 0.546168755333939 -0.795363097909893 0.304626588784908 -0.630911978554828 0.370518013097026 -0.948207095116447 -0.190049602424365 -0.18364195849473 1.24888157967543 0.914269818715646 -0.0187416286962504 -0.236800942122961 48
"116" "RUP_49" "coarRUPs_7649-21" 350 310 460 "F" 5 "RUP" "fall_run" "fall_run" "RUP" 26.98 1.67 2.61 1.26 1.13 3.08 8.5 4.09 7.46 3.08 2.42 3.27 4.38 4.3 7.88 2.69 53.96 4.19 NA NA NA "RUP_49" 0.01686706 NA NA NA NA NA NA NA NA NA NA NA 5 -1.34472856425221 -1.11064594269347 -0.709183994225824 -1.03424854922886 -1.44153165006664 -0.498029783260869 2.76471643845094 0.981773052735941 0.812749027243591 1.80394230760669 -2.18353263363845 1.06552531485125 2.00499058687773 2.98868175734345 -0.627523507716595 -0.925301827528277 -0.144035626049226 NA
"117" "RUP_50" "coarRUPs_7650-21" 341 306 421 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.41 1.76 2.82 1.35 1.13 3.42 8.52 3.44 7.2 3.07 2.31 3.9 4.14 3.71 7.24 2.95 61.42 4.53 29 16 55 "RUP_50" 0.007735431 NA NA NA NA NA NA NA NA NA NA NA 5 -0.704488910688829 -0.0417348127428577 0.00589016588468929 -0.975787611560258 0.353308181915686 -0.153061060178392 0.524887258712192 0.440363707901255 0.949627836579664 1.19471976487864 0.306047697182757 0.398347285397514 0.339187700032011 1.62052549345867 1.15206833246269 0.163113768023192 1.50346849190908 45
"118" "RUP_51" "coarRUPs_7651-21" 357 322 472 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 29.01 1.8 2.77 1.34 1.39 3.56 8.78 3.72 7.58 3.43 2.28 3.77 4.05 3.79 7.64 2.95 54.76 4.59 29 18 NA "RUP_51" 0.013164118 NA NA NA NA NA NA NA NA NA NA NA 5 -0.774100651692848 -0.687516012325902 -0.349035015537328 1.63324348608552 0.126791659645255 -0.766394465039763 0.900638560281448 0.520818151050555 1.64202529487096 0.00222743741630558 -0.870608362607694 -0.482569421129173 0.215147910513153 1.85800664161417 0.518842745655916 -0.850253661866003 1.01738865602336 47
"119" "RUP_52" "coarRUPs_7652-21" 349 315 425 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.07 1.74 2.72 1.14 1.21 3.4 8.85 2.96 7.46 2.8 2.23 3.08 4.05 3.53 7.25 2.91 68.33 4.27 26 16 56 "RUP_52" -0.003367047 NA NA NA NA NA NA NA NA NA NA NA 5 -1.00816077802677 -0.735172757579746 -1.65599823667684 -0.232243337165945 -0.231725788280378 -0.0842762756934431 -1.62139610951512 0.631627232053102 -0.490989604307736 0.0360259789226506 -3.09887356876258 -0.230505091271172 -0.400207798632429 1.23292566359503 0.546265671949536 1.12739416578429 -0.0322304493730057 42
"120" "RUP_53" "coarRUPs_7653-21" 339 307 352 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.24 1.81 2.86 1.34 1.15 3.4 8.98 3.23 7.15 2.89 2.02 3.64 4.14 3.39 6.65 2.81 68.87 4.19 27 16 59 "RUP_53" -0.00467877 NA NA NA NA NA NA NA NA NA NA NA 4 -0.41283129543162 0.116048089085595 -0.0834398849033528 -0.771447201303796 0.20582111238089 0.808826741062532 -0.293604737449514 0.212279779895271 0.208010079552257 -1.10656875485824 -0.693246986225247 0.362238826042922 -0.636423261275617 0.144068937801049 0.239267263591672 1.23331527564782 -0.00482257309200167 43
"121" "RUP_54" "coarRUPs_7654-21" 354 322 482 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 29.65 1.94 2.69 1.42 1.19 3.54 9.71 3.53 7.62 3.04 2.29 4.15 4.24 4.01 7.52 2.83 70.38 4.41 28 16 50 "RUP_54" 0.00130697 NA NA NA NA NA NA NA NA NA NA NA 5 0.0973050850522112 -1.05476081927742 0.223109291007372 -0.553854545311161 0.034164535228699 1.32759997381636 0.198224378758383 0.647104875823981 0.132038652055586 0.0794217426492051 0.524374729132354 0.159406263459503 0.869573276997771 1.56735367873392 -0.228727562847323 1.39827207357458 0.244408077417 44
"122" "RUP_55" "coarRUPs_7655-21" 336 299 360 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 26.82 1.89 2.81 1.33 1.3 3.27 8.72 3.26 6.96 2.92 2.14 3.09 4.02 3.58 6.9 2.82 68.27 4.11 27 14 57 "RUP_55" -0.000272 NA NA NA NA NA NA NA NA NA NA NA 5 0.245842025776846 0.0947544870919234 -0.0131949898589555 0.989625315907778 0.0408445924034528 0.823814618914272 0.147326008496486 0.171930000238685 0.675570522856675 0.301379335006588 -2.36727104754309 0.24509189717396 0.110510346666752 1.1166062270641 0.618581728151098 1.17541698086612 0.0226347976792894 41
"123" "RUP_56" "coarRUPs_7656-21" 351 314 408 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.89 1.9 2.7 1.26 1.26 3.23 9.14 3.69 7.14 3.05 2.23 4 4.37 3.96 7.12 2.7 65.07 4.09 29 14 58 "RUP_56" 0.006456507 NA NA NA NA NA NA NA NA NA NA NA 5 0.00805961466410016 -0.80104746741311 -0.779814653498746 0.329467582807391 -0.964734014564727 0.643930297128333 1.11958347020071 -0.30910386969625 0.521116548755847 0.0960197495930618 0.323387501882215 0.88720161440675 0.902026542113488 0.963612723405444 -0.722999483331501 0.661397418176188 -0.759157376208135 43
"124" "RUP_57" "coarRUPs_7657-21" 350 314 378 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 28.96 1.75 2.73 1.35 1.14 3.4 8.67 3.87 7.4 3.01 2.2 4.23 4.14 3.7 6.65 2.75 67.19 4.22 29 16 55 "RUP_57" 0.007505751 NA NA NA NA NA NA NA NA NA NA NA 5 -0.925990998455248 -0.66327142587276 -0.135875437040466 -0.983355704646452 -0.177064786493742 -0.41478016580581 1.7853147256939 0.512112936159644 0.366179506281205 -0.135662781582393 1.16808256286501 0.109738872020833 0.128282061988772 -0.175267727086457 -0.411377868269966 0.96670631907165 -0.200653487633552 45
"125" "RUP_58" "coarRUPs_7658-21" 317 287 321 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 25.94 1.83 2.54 1.26 1.19 2.84 8.45 3.14 6.48 2.77 2.03 3.64 3.27 3.89 6.56 2.64 67.99 3.79 29 15 52 "RUP_58" 0.007730326 NA NA NA NA NA NA NA NA NA NA NA 4 0.111935680966275 -0.836516216375704 -0.302630169246549 -0.0391132710524532 -1.30084136828967 1.11838397001149 0.198334877449082 -0.507171960922151 0.621359491887577 0.17194469610416 0.182167839505896 -1.86587519827704 1.30961453160701 0.841499690969779 -0.030427970060207 1.17874186321977 -0.79884456712117 44
"126" "RUP_59" "coarRUPs_7659-21" 330 296 321 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.25 1.6 2.65 1.2 1.06 3.06 8.16 3.17 6.99 2.9 2.06 3.64 3.81 2.67 5.97 2.8 64.79 3.96 28 14 46 "RUP_59" 0.013291451 NA NA NA NA NA NA NA NA NA NA NA 5 -1.50397730997562 -0.563430153216476 -0.892203665982405 -1.59732589617593 -0.769973817935204 -0.214702608607461 -0.0623804690430742 0.477330676247043 0.729931936263842 -0.137324688093744 -0.212464624583004 -0.357921383889227 -2.53581489818029 -1.00442599314418 0.612753329013799 0.683932990347751 -0.48378383627732 42
"127" "RUP_60" "coarRUPs_7660-21" 321 289 278 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.84 1.81 2.85 1.37 1.22 3.19 8.09 3.35 6.66 2.88 2.1 3.76 4.54 3.8 6.02 2.76 55.35 4.05 27 14 57 "RUP_60" 0.002366989 NA NA NA NA NA NA NA NA NA NA NA 4 -0.0532154015916676 0.540592013566586 0.451900178659639 0.260785230354417 0.217691382824508 0.15344256963503 0.89513650897147 -0.0767137219822031 0.960842251689976 0.594042008449151 0.536691337413202 2.3715494919283 0.994801967165284 -0.563802111801228 0.640955753661041 -0.655732502768687 0.229559407949879 41
"128" "NOT_69_LATE" "coarNOTs_7701-21" 329 299 359 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.9 1.89 2.82 1.29 1.32 3.33 8.29 3 6.98 2.57 2.13 3.49 4.17 3.02 6.91 2.65 69.64 4.25 26 16 52 "NOT_69_LATE" 0.001747842 5 2 737.0836 1097.8116 1279.4964 1570.1624 1739.0668 1829.1035 NA NA NA 5 0.245842025776846 0.140762342697145 -0.2999043689172 1.20882229518324 0.319344946474667 -0.146533003810977 -0.816013414716088 0.235214014479347 -0.682564216735396 0.224013079441383 -0.89559692449959 0.753043754203537 -1.55901026931571 1.14088125976581 -0.442835260688634 1.37307011966392 0.625181103361071 42
"129" "NOT_70_LATE" "coarNOTs_7702-21" 407 367 653 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 33.03 1.79 2.85 1.35 1.22 3.68 10.7 4.01 8.14 3.83 2.3 4.67 4.78 4.11 7.97 2.96 75.67 4.51 27 15 55 "NOT_70_LATE" 0.000425 6 2 791.4236 1125.3693 1345.1371 1521.2265 1697.2683 1897.5147 1986.3269 NA NA 6 -1.7424509393443 -1.49771022655899 -1.07932332692768 -0.891750330826608 -1.78474660952609 0.185490749228866 0.120562292231807 -0.861381135200402 1.22660468452271 -2.55304498219985 0.469283821741898 0.364630010351344 0.150710433303024 0.608607738021186 -1.20111474433162 2.01549743360262 -1.41898144059394 42
"130" "NOT_71_LATE" "coarNOTs_7703-21" 337 311 344 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.08 1.84 3.01 1.5 1.31 3.45 7.77 3.53 6.81 3.29 1.95 3.58 4.18 3.37 6.35 2.83 73.52 4.47 27 15 58 "NOT_71_LATE" 0.013469966 4 1 788.9313 1140.8543 1362.6598 1537.0211 1578.8136 NA NA NA NA 4 -0.305716456234896 0.700908085275198 0.990770169243482 0.920867699398159 0.218692814762637 -2.21776720006189 0.65155615471795 -1.14185731103415 1.58250084795795 -1.88685947370951 -1.08824904636164 0.353149291676069 -0.786150588494073 -0.765591575169931 0.205785313271883 1.88900903400148 1.01281690429422 42
"131" "NOT_72_LATE" "coarNOTs_7704-21" 355 319 380 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29.93 1.85 2.92 1.31 1 3.26 9.61 3.51 7.79 2.76 2.09 3.44 3.99 3.73 7.11 2.77 66.32 4.22 28 17 NA "NOT_72_LATE" -0.00821215 5 2 834.6295 1148.1478 1370.383 1508.8358 1550.6035 1609.8122 NA NA NA 5 -0.403035494458422 0.0791344368135844 -0.510512098748357 -2.5877680551896 -1.09878156710262 1.32739749535434 0.247829527696274 1.39375032255909 -0.820850440347034 -1.28472053899545 -1.95120024996197 -0.57730418660331 0.104480060984331 0.711131575183162 -0.484105002052439 0.824134925296555 -0.432461333093766 45
"132" "NOT_73_LATE" "coarNOTs_7705-21" 411 381 395 "F" 5 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 34.61 2.38 3.36 1.73 1.23 4.23 11.18 3.96 8.68 3.24 2.69 4.62 4.72 4.64 8.05 3.33 63.45 5.12 25 16 59 "NOT_73_LATE" -0.013488694 NA NA NA NA NA NA NA NA NA NA NA 6 1.67165006891844 0.489778805271363 1.40658038736784 -0.992522928802695 0.00522231376338142 0.218150993358301 -0.646474872602865 -0.132692806984002 -1.6896168644091 -0.373802514066839 -0.330689647445884 -0.346817725463524 1.42179385161952 0.162822743878789 0.560901797602675 0.201546140012016 0.562216981463898 41
"133" "NOT_74_LATE" "coarNOTs_7706-21" 312 285 640 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.74 1.93 2.66 1.22 1.25 3.02 8.23 2.95 6.51 2.31 1.91 3.51 3.31 3.05 6.02 2.6 65.2 3.9 26 15 48 "NOT_74_LATE" -0.006957345 6 2 770.2286 1074.1566 1255.5626 1446.1952 1676.9528 1785.733 1842.5201 NA NA 6 0.777722731673024 -0.230942842562713 -0.554697007075258 0.649909409598207 -0.353711524872686 0.771673895561291 -0.424796623790486 -0.271664434108055 -1.08043567132512 -0.638476994561489 -0.209578473181068 -1.65851706522099 -1.15575856616324 -0.381055550956944 -0.201521899916667 0.782476643125158 -0.231236552219168 41
"134" "NOT_75_LATE" "coarNOTs_7707-21" 389 360 271 "M" 3 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 35.59 2.01 3.19 1.25 1.2 4.02 10.29 3.42 8.4 3.65 2.53 4.33 4.2 3.72 7.21 3.18 55.01 4.33 27 16 65 "NOT_75_LATE" 0.002937329 NA NA NA NA NA NA NA NA NA NA NA 5 -0.226349185605412 0.252541152707862 -1.67069913597711 -1.00652467193166 0.180874693291376 -0.214580475937282 -1.77819281558648 0.454051960980505 0.83312245744311 -0.347622210679799 -0.476492502927396 -1.34851832353115 -0.854390671623005 -0.918476117439467 0.452462969884076 -0.946373262873816 -1.86664977108827 43
"135" "NOT_76_LATE" "coarNOTs_7708-21" 360 327 486 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29.84 2.13 3.02 1.55 1.31 3.65 9.56 3.71 7.22 2.96 2.24 3.88 4.37 4.09 7.17 2.9 54.64 4.65 29 16 52 "NOT_76_LATE" -0.009334858 5 2 714.0498 1091.9457 1288.7984 1402.8438 1548.6385 1661.4426 NA NA NA 5 1.18000135160959 0.33000143179442 1.06419273045089 0.684787174014234 0.27031829287579 0.615139355400299 0.657757747835235 -0.965285057242568 -0.396504335807494 -0.606325909195931 -0.685193525038861 0.418513345364419 0.99446431997037 0.491644987397848 0.00991255543527077 -0.884469591807214 1.04311911236493 45
"136" "NOT_77_LATE" "coarNOTs_7709-21" 334 299 352 "M" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.23 1.9 2.89 1.33 1.28 3.24 8.54 3.52 7.15 2.45 2.1 3.72 3.93 3.56 6.5 2.76 68.84 4.06 28 14 45 "NOT_77_LATE" 0.000834 4 1 740.2976 1031.7902 1275.0289 1480.7902 1603.4497 NA NA NA NA 4 0.308223939578279 0.462817331933704 -0.0131949898589555 0.77042833663232 -0.0984055846321533 0.417622590796723 1.11066543170906 0.77312813552497 -1.14821041316696 -0.00808568725422588 -0.049384303749579 -0.0596792170437834 0.0508846103816642 0.14560491899551 0.243963967384133 1.25765222839514 -0.192560311492779 42
"137" "NOT_78_LATE" "coarNOTs_7710-21" 340 310 394 "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 28.33 1.87 2.88 1.34 1.45 3.2 9.62 3.25 7 2.79 2.14 4.1 4.04 3.41 6.97 2.94 52.08 4.15 28 17 50 "NOT_78_LATE" -0.010193418 5 1 794.4638 1157.1418 1389.0423 1580.126 1738.6336 1801.0321 NA NA NA 5 -0.0988889212308211 0.129775348177511 -0.136591893903636 2.46784710344573 -0.885333930961977 2.02574367983488 -0.343124103751454 -0.471660935450616 -0.310940330895195 -0.359189909383006 0.865788831241347 -0.0841723959540435 -0.644529535165582 0.782838382912155 0.931133577669329 -1.19614285570559 -0.315943527973654 45
"138" "NOT_79_LATE" "coarNOTs_7711-21" 305 277 270 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.09 1.6 2.59 1.09 1 2.84 8.09 2.74 6.38 2.61 1.9 3.56 3.38 2.83 5.91 2.63 62.92 3.56 30 18 52 "NOT_79_LATE" 0.003816473 3 1 718.0121 1215.4855 1472.9427 1571.7348 NA NA NA NA NA 3 -1.12863684546743 -0.345445891906003 -1.34963256653958 -1.98382789187314 -0.753750761081316 1.0596348602254 -0.875928993385383 -0.122235607375745 0.439862113868715 -0.234403029627918 0.326909454880181 -1.13359173379569 -1.63529894589279 -0.282905755266886 0.304487953155805 0.480990539560636 -1.32875047347291 48
"139" "NOT_80_LATE" "coarNOTs_7712-21" 355 324 368 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 29 1.76 2.74 1.4 1.23 3.52 9.13 3.31 7.37 2.8 2.21 3.75 4.3 3.35 6.4 2.81 65.72 4.28 27 16 45 "NOT_80_LATE" -0.004189385 4 2 653.7203 1082.4655 1253.8471 1456.0508 1556.5999 NA NA NA NA 4 -1.06295116659733 -0.877226635430819 0.0446459731897508 -0.145851625695413 -0.167763302102167 -0.128192929812963 -0.69740490491394 -0.282014150988915 -0.884673356129922 -0.658030164755186 -1.0313577692449 0.290078962519302 -1.138845026451 -1.23651695613377 -0.432277516828022 0.720614630856507 -0.406572340864528 43
"140" "NOT_81_LATE" "coarNOTs_7713-21" 387 352 490 "M" 4 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 32.11 1.97 3.13 1.57 1.17 4.02 10.71 3.95 7.61 3.49 2.46 4.02 4.55 3.86 7.03 3.08 55.72 4.71 27 16 71 "NOT_81_LATE" -0.019573268 NA NA NA NA NA NA NA NA NA NA NA 5 -0.315448400169247 0.184818336773678 0.765761965066741 -1.21592080658979 0.618593354981312 1.33338531925939 0.516636078699953 -1.48452177586952 0.562242966958171 -0.407904195255146 -1.26565238188083 0.126420172352611 -0.25503870387663 -0.988681873335762 0.14429701615609 -0.815490684413411 0.141884488300221 43
"141" "NOT_82_LATE" "coarNOTs_7714-21" 368 333 420 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 30.42 2.04 3.38 1.38 1.3 3.96 9.42 3.76 7.25 3.24 2.44 3.88 4.88 4.28 6.5 3.22 62.34 4.46 28 15 56 "NOT_82_LATE" -0.013048489 6 1 830.0481 1284.2419 1658.6132 1825.6261 1987.5849 2109.542 2166.5648 NA NA 6 0.500119646921134 1.82652580299448 -0.257801636811953 0.487219663174763 1.37814080501457 -0.149637231861844 0.59563312943862 -1.2901806455498 0.424955649809971 0.577720784073993 -0.94739914704007 1.92563046059945 1.42414112514247 -1.40464964492431 1.76651321162005 0.203467595946508 -0.0509297553342889 43
"142" "NOT_83_LATE" "coarNOTs_7715-21" 310 280 281 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.65 1.54 2.55 1.25 1.05 2.92 7.99 3.05 6.65 2.8 1.93 3.23 3.42 3.24 6.01 2.56 62.03 3.77 28 15 45 "NOT_83_LATE" 0.011554901 4 1 875.9843 1177.2786 1398.466 1592.3943 1697.6914 NA NA NA NA 4 -1.56380517138871 -0.608504756475362 -0.250362540113115 -1.47629385414079 -0.54524644865604 0.605898309820107 0.15387949316211 0.524649187304259 1.04768484379702 -0.18218685741775 -1.0244527826527 -1.10536684177914 -0.474738502712748 -0.176538930842126 -0.253862376058362 0.341372152113735 -0.560043558428793 43
"143" "NOT_84_LATE" "coarNOTs_7716-21" 338 294 313 "M" 3 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.44 1.93 2.74 1.39 1.34 3.3 7.66 3.24 6.83 3.18 2.27 3.47 4.56 4.69 6.45 2.78 56.73 4.29 20 12 55 "NOT_84_LATE" 0.014532808 4 1 654.2842 1075.3452 1388.2079 1675.1675 1812.8257 NA NA NA NA 4 0.595947839363083 -0.0970015826827093 0.506077382429989 1.50307545779111 0.454379143082878 -1.19376022469109 0.279786400763761 0.111064123471344 1.90548211044869 1.60906128572467 -0.750906489408886 2.25622414047979 3.53612364852244 0.252891575238001 0.567220840595039 -0.472851957636343 1.03060999568164 32
"144" "NOT_85_LATE" "coarNOTs_7717-21" 322 292 308 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 26.72 2.06 2.84 1.6 1.23 3.11 8.3 2.86 6.7 2.53 1.79 3.94 3.52 3.7 6.19 2.72 52.12 3.93 28 15 54 "NOT_85_LATE" 0.00084 5 1 768.9763 1201.1285 1426.3281 1589.3185 1735.9728 1818.8699 NA NA NA 5 1.44826008248486 0.415849718174626 2.048982241767 0.326067199510569 -0.318797182267939 0.402252739530752 -1.04723480409983 -0.160433255283913 -0.531408849913028 -1.98829488447203 1.06792032031771 -1.19690640542213 0.627619949676213 -0.287476684455577 0.271600937630332 -1.13215773667534 -0.427312018497044 43
"145" "NOT_86_LATE" "coarNOTs_7718-21" 317 286 312 "F" 4 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 25.93 1.82 2.58 1.25 1.29 3.15 7.91 3.07 6.62 2.52 2 3.65 3.68 3.96 6.31 2.68 57.9 3.98 28 17 48 "NOT_86_LATE" 0.01079962 5 1 777.6697 1125.3557 1325.6146 1506.0793 1643.6604 1711.5975 NA NA NA 5 0.0694794788170138 -0.626056248022576 -0.356767727636257 1.07450804076644 0.196447868857976 -0.0278142894595791 -0.0202854972938283 0.00711290296461776 -0.307144777205577 -0.00046385637883646 0.263001014919603 -0.438091767744263 1.54186761017058 0.279044115947161 0.2596419477487 -0.277070716438436 0.0674374581007174 45
"146" "NOT_87_LATE" "coarNOTs_7719-21" 415 381 485 "M" 3 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 35.33 2.42 3.76 1.77 1.26 4.4 10.63 4.47 8.82 3.87 2.78 4.88 4.99 4.04 7.93 3.59 59.98 5.14 27 14 60 "NOT_87_LATE" 0.005328792 NA NA NA NA NA NA NA NA NA NA NA 6 1.92266633099904 2.34107179014639 1.69500018827253 -0.661765965100293 0.799014089909748 -1.03039559616406 1.25442540535616 0.312938026349265 0.769609668279823 0.326647680138071 0.63160524964943 0.572950135353398 -0.377649512733812 -0.13021545899191 2.1939298070092 -0.302065542028379 0.64880854082891 41
"147" "NOT_88_LATE" "coarNOTs_7720-21" 328 295 291 "F" 5 "NOT_fall" "fall_run" "fall_run" "NOT_fall" 27.05 1.65 2.56 1.14 1.06 3.1 8.16 3.29 6.86 2.59 2.02 3.8 4.01 3.67 6.31 2.53 62.58 3.89 28 17 47 "NOT_88_LATE" 0.008908848 5 1 726.1509 1053.184 1238.1402 1415.51 1595.2733 1637.1042 NA NA NA 5 -1.17210152967928 -0.951797899920104 -1.30496700246074 -1.58286337664889 -0.529503779180177 -0.139588921208569 0.423828545036656 0.135910151789746 -0.429798238594723 -0.386890033846386 0.420395519157317 0.355881308424307 0.4697544262186 -0.132963310735444 -1.03448714372104 0.368406805186753 -0.738851587561638 45
"148" "NOT_89_LATE" "coarNOTs_7721-21" 381 348 425 "M" 4 "NOT_fall" "fall_run" "summer_run" "NOT_summer" 31.32 2.24 3.31 1.67 1.21 3.78 9.49 3.88 7.56 3.56 2.46 3.84 3.76 3.94 6.72 3.09 56.75 4.68 25 15 60 "NOT_89_LATE" -0.003955932 NA NA NA NA NA NA NA NA NA NA NA 5 1.44712821390096 1.116147946017 1.55228225981495 -0.718465791550901 -0.275639380228321 -1.11728646289585 0.42216448160965 -1.36179350983136 1.00854641834471 -0.167561934848528 -1.75156502652147 -2.40167374180083 0.0738351117368062 -1.55732108398352 0.364721520969242 -0.653004429934137 0.198519229739895 40
