Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
coarWASm-3377-21	22418	2073	4849	15496	0.09	0.22	0.69
coarWASm-3378-21	37349	3177	9277	24895	0.09	0.25	0.67
coarWASm-3379-21	29188	2824	8164	18200	0.10	0.28	0.62
coarWASm-3380-21	23806	2180	5640	15986	0.09	0.24	0.67
coarWASm-3381-21	26369	2378	6371	17620	0.09	0.24	0.67
coarWASm-3382-21	26826	2902	7774	16150	0.11	0.29	0.60
coarWASm-3383-21	24054	2791	6666	14597	0.12	0.28	0.61
coarWASm-3384-21	17856	2034	5024	10798	0.11	0.28	0.60
coarWASm-3385-21	19581	2488	5614	11479	0.13	0.29	0.59
coarWASm-3386-21	17389	1977	4694	10718	0.11	0.27	0.62
coarWASm-3387-21	17615	1995	4932	10688	0.11	0.28	0.61
coarWASm-3388-21	18336	1809	4244	12283	0.10	0.23	0.67
coarWASm-3389-21	17135	1910	4353	10872	0.11	0.25	0.63
coarWASm-3390-21	27837	2219	6029	19589	0.08	0.22	0.70
coarWASm-3391-21	34660	3207	9689	21764	0.09	0.28	0.63
coarWASm-3392-21	18718	1770	4500	12448	0.09	0.24	0.67
coarWASm-3393-21	25652	2733	6783	16136	0.11	0.26	0.63
coarWASm-3394-21	27260	2970	7469	16821	0.11	0.27	0.62
coarWASm-3395-21	16263	1731	4110	10422	0.11	0.25	0.64
coarWASm-3396-21	22127	2717	6517	12893	0.12	0.29	0.58
coarWASm-3397-21	18710	2333	5649	10728	0.12	0.30	0.57
coarWASm-3398-21	17591	2015	4683	10893	0.11	0.27	0.62
coarWASm-3399-21	20557	2242	5096	13219	0.11	0.25	0.64
coarWASm-3400-21	68642	7209	22287	39146	0.11	0.32	0.57
coarWASm-3401-21	16643	1753	4006	10884	0.11	0.24	0.65
coarWASm-3402-21	29640	3024	8146	18470	0.10	0.27	0.62
coarWASm-3403-21	36568	3289	10151	23128	0.09	0.28	0.63
coarWASm-3404-21	27524	2284	5743	19497	0.08	0.21	0.71
coarWASm-3405-21	24696	2988	7300	14408	0.12	0.30	0.58
coarWASm-3406-21	20912	2373	5865	12674	0.11	0.28	0.61
coarWASm-3407-21	24699	2615	6319	15765	0.11	0.26	0.64
coarWASm-3408-21	23295	2215	5947	15133	0.10	0.26	0.65
coarWASm-3409-21	19564	2265	5367	11932	0.12	0.27	0.61
coarWASm-3410-21	20744	2368	5658	12718	0.11	0.27	0.61
coarWASm-3411-21	27876	2707	7314	17855	0.10	0.26	0.64
coarWASm-3412-21	16995	1887	4319	10789	0.11	0.25	0.63
coarWASm-3413-21	16157	1731	3738	10688	0.11	0.23	0.66
coarWASm-3414-21	22990	1925	5487	15578	0.08	0.24	0.68
coarWASm-3415-21	39240	4010	12157	23073	0.10	0.31	0.59
coarWASm-3416-21	25961	2623	6502	16836	0.10	0.25	0.65
coarWASm-3417-21	23969	2337	5964	15668	0.10	0.25	0.65
coarWASm-3418-21	26548	2825	7036	16687	0.11	0.27	0.63
coarWASm-3419-21	24725	2600	6514	15611	0.11	0.26	0.63
coarWASm-3420-21	22844	2323	5843	14678	0.10	0.26	0.64
coarWASm-3421-21	27336	3083	8024	16229	0.11	0.29	0.59
coarWASm-3422-21	20879	2477	5927	12475	0.12	0.28	0.60
coarWASm-3423-21	23790	2398	6742	14650	0.10	0.28	0.62
coarWASm-3424-21	18352	1936	4476	11940	0.11	0.24	0.65
coarWASm-3501-22	20240	2089	6114	12037	0.10	0.30	0.59
coarWASm-3502-22	17423	1951	5616	9856	0.11	0.32	0.57
coarWASm-3503-22	31013	2679	9837	18497	0.09	0.32	0.60
coarWASm-3504-22	30474	2498	8927	19049	0.08	0.29	0.63
coarWASm-3505-22	23301	2483	7548	13270	0.11	0.32	0.57
coarWASm-3506-22	26401	2966	7729	15706	0.11	0.29	0.59
coarWASm-3507-22	22159	2817	7634	11708	0.13	0.34	0.53
coarWASm-3508-22	20724	2474	6837	11413	0.12	0.33	0.55
coarWASm-3509-22	23368	2688	7563	13117	0.12	0.32	0.56
coarWASm-3510-22	18311	2233	6319	9759	0.12	0.35	0.53
coarWASm-3511-22	22563	2515	7176	12872	0.11	0.32	0.57
coarWASm-3512-22	22348	2731	7259	12358	0.12	0.32	0.55
coarWASm-3513-22	22409	2301	6709	13399	0.10	0.30	0.60
coarWASm-3514-22	21883	2356	6572	12955	0.11	0.30	0.59
coarWASm-3515-22	34346	2898	10630	20818	0.08	0.31	0.61
coarWASm-3516-22	191658	22845	110667	58146	0.12	0.58	0.30
coarWASm-3517-22	26403	2333	7561	16509	0.09	0.29	0.63
coarWASm-3518-22	68566	5849	23398	39319	0.09	0.34	0.57
coarWASm-3519-22	28555	2554	7350	18651	0.09	0.26	0.65
coarWASm-3520-22	22664	2385	6386	13893	0.11	0.28	0.61
coarWASm-3521-22	20582	1892	5499	13191	0.09	0.27	0.64
coarWASm-3522-22	62955	5935	21148	35872	0.09	0.34	0.57
coarWASm-3523-22	21640	1629	4771	15240	0.08	0.22	0.70
coarWASm-3524-22	61330	4997	18239	38094	0.08	0.30	0.62
coarWASm-3525-22	20662	1911	5143	13608	0.09	0.25	0.66
coarWASm-3526-22	55439	4707	16144	34588	0.08	0.29	0.62
coarWASm-3527-22	55933	4993	17644	33296	0.09	0.32	0.60
coarWASm-3528-22	113924	19229	57073	37622	0.17	0.50	0.33
coarWASm-3529-22	66936	7347	24071	35518	0.11	0.36	0.53
coarWASm-3530-22	53748	6385	19535	27828	0.12	0.36	0.52
coarWASm-3531-22	48546	5078	15805	27663	0.10	0.33	0.57
coarWASm-3532-22	48711	5442	15736	27533	0.11	0.32	0.57
coarWASm-3533-22	47224	6368	18119	22737	0.13	0.38	0.48
coarWASm-3551-22	50388	7949	20482	21957	0.16	0.41	0.44
coarWASm-3626-22	46558	5987	17841	22730	0.13	0.38	0.49
coarWASm-3627-22	42798	4767	14665	23366	0.11	0.34	0.55
coarWASm-3628-22	11	1	2	8	0.09	0.18	0.73
coarWASm-3629-22	60251	6042	20796	33413	0.10	0.35	0.55
coarWASm-3630-22	113957	15649	63715	34593	0.14	0.56	0.30
coarWASm-3631-22	52991	6331	18883	27777	0.12	0.36	0.52
coarWASm-3632-22	22000	3057	7731	11212	0.14	0.35	0.51
coarWASm-3633-22	29026	4033	10171	14822	0.14	0.35	0.51
coarWASm-3634-22	23487	3162	8201	12124	0.13	0.35	0.52
coarWASm-3635-22	20246	2062	5842	12342	0.10	0.29	0.61
coarWASm-3636-22	19909	2348	5556	12005	0.12	0.28	0.60
coarWASm-3637-22	23624	2652	7002	13970	0.11	0.30	0.59
coarWASm-3638-22	24625	3180	8768	12677	0.13	0.36	0.51
coarWASm-3639-22	23368	2787	6943	13638	0.12	0.30	0.58
coarWASm-3640-22	24277	2869	6265	15143	0.12	0.26	0.62
coarWASm-3701-22	19246	2334	5486	11426	0.12	0.29	0.59
coarWASm-3702-22	36780	3990	11982	20808	0.11	0.33	0.57
coarWASm-3703-22	35574	4528	14539	16507	0.13	0.41	0.46
coarWASm-3704-22	22348	3064	7923	11361	0.14	0.35	0.51
coarWASm-3705-22	20314	2936	7610	9768	0.14	0.37	0.48
coarWASm-3706-22	18869	2753	6803	9313	0.15	0.36	0.49
coarWASm-3707-22	19153	2416	6383	10354	0.13	0.33	0.54
coarWASm-3708-22	18799	2437	6047	10315	0.13	0.32	0.55
coarWASm-3709-22	24170	3673	8886	11611	0.15	0.37	0.48
coarWASm-3710-22	15702	2057	5151	8494	0.13	0.33	0.54
coarWASm-3711-22	15507	2084	5169	8254	0.13	0.33	0.53
coarWASm-3712-22	16159	1993	4674	9492	0.12	0.29	0.59
coarWASm-3713-22	16842	2200	5157	9485	0.13	0.31	0.56
coarWASm-3714-22	28173	3225	9076	15872	0.11	0.32	0.56
coarWASm-3715-22	32250	4143	12000	16107	0.13	0.37	0.50
coarWASm-3716-22	22569	3095	8164	11310	0.14	0.36	0.50
coarWASm-3717-22	21395	2933	7445	11017	0.14	0.35	0.51
coarWASm-3718-22	21448	3061	7769	10618	0.14	0.36	0.50
coarWASm-3719-22	16400	2064	5509	8827	0.13	0.34	0.54
coarWASm-3720-22	15130	2012	4899	8219	0.13	0.32	0.54
coarWASm-3722-22	19479	2801	7126	9552	0.14	0.37	0.49
coarWASm-3723-22	19014	2355	5997	10662	0.12	0.32	0.56
coarWASm-3724-22	16118	2076	4990	9052	0.13	0.31	0.56
coarWASm-3725-22	18132	2152	5318	10662	0.12	0.29	0.59
coarWASm-3817-22	16587	1941	3816	10830	0.12	0.23	0.65
coarWASm-3818-22	27454	3297	8134	16023	0.12	0.30	0.58
coarWASm-3819-22	29902	3692	9992	16218	0.12	0.33	0.54
coarWASm-3820-22	18337	2624	6032	9681	0.14	0.33	0.53
coarWASm-3821-22	22013	2965	6767	12281	0.13	0.31	0.56
coarWASm-3822-22	20767	2742	6351	11674	0.13	0.31	0.56
coarWASm-3823-22	19605	2607	5704	11294	0.13	0.29	0.58
coarWASm-3824-22	18945	2552	6025	10368	0.13	0.32	0.55
coarWASm-3825-22	20423	3200	7053	10170	0.16	0.35	0.50
coarWASm-3826-22	7394	852	2246	4296	0.12	0.30	0.58
coarWASm-3827-22	18465	2138	5069	11258	0.12	0.27	0.61
coarWASm-3828-22	19147	2165	5597	11385	0.11	0.29	0.59
coarWASm-3829-22	17418	2110	4583	10725	0.12	0.26	0.62
coarWASm-3830-22	27313	2882	8327	16104	0.11	0.30	0.59
coarWASm-3831-22	27014	3405	9352	14257	0.13	0.35	0.53
coarWASm-3832-22	19390	2478	6234	10678	0.13	0.32	0.55
coarWASm-3833-22	19978	2402	6162	11414	0.12	0.31	0.57
coarWASm-3834-22	20950	2457	5851	12642	0.12	0.28	0.60
coarWASm-3835-22	19352	2357	6116	10879	0.12	0.32	0.56
coarWASm-3836-22	20429	2941	7738	9750	0.14	0.38	0.48
coarWASm-3838-22	17371	2510	6104	8757	0.14	0.35	0.50
coarWASm-3839-22	18534	2225	5755	10554	0.12	0.31	0.57
coarWASm-3840-22	15736	1529	3113	11094	0.10	0.20	0.71
coarWASm-3841-22	18177	2403	5310	10464	0.13	0.29	0.58
coarWASm-3842-22	17287	2191	5353	9743	0.13	0.31	0.56
coarWASm-3843-22	32024	3487	10614	17923	0.11	0.33	0.56
coarWASm-3844-22	29124	3806	10699	14619	0.13	0.37	0.50
coarWASm-3845-22	18989	2439	6148	10402	0.13	0.32	0.55
coarWASm-3846-22	19422	2653	6744	10025	0.14	0.35	0.52
coarWASm-3847-22	18946	2654	6684	9608	0.14	0.35	0.51
coarWASm-3848-22	18444	2365	5951	10128	0.13	0.32	0.55
coarWASm-3849-22	20218	2334	6136	11748	0.12	0.30	0.58
coarWASm-3951-22	21271	2801	6916	11554	0.13	0.33	0.54
coarWASm-3952-22	18017	2194	5463	10360	0.12	0.30	0.58
coarWASm-3953-22	27043	2917	7626	16500	0.11	0.28	0.61
coarWASm-3954-22	60696	4537	15160	40999	0.07	0.25	0.68
coarWASm-3955-22	22807	2670	6515	13622	0.12	0.29	0.60
coarWASm-3956-22	25033	3149	7401	14483	0.13	0.30	0.58
coarWASm-3957-22	22596	2906	6726	12964	0.13	0.30	0.57
coarWASm-3958-22	23083	3216	7364	12503	0.14	0.32	0.54
coarWASm-3959-22	22979	2914	7705	12360	0.13	0.34	0.54
coarWEMm-001-21	18683	1887	4425	12371	0.10	0.24	0.66
coarWEMm-002-21	20476	1920	4334	14222	0.09	0.21	0.69
coarWEMm-003-21	24369	2694	6147	15528	0.11	0.25	0.64
coarWEMm-004-21	14060	1396	3304	9360	0.10	0.23	0.67
coarWEMm-005-21	18470	1855	4197	12418	0.10	0.23	0.67
coarWEMm-006-21	16284	1547	3831	10906	0.10	0.24	0.67
coarWEMm-007-21	19007	1948	4561	12498	0.10	0.24	0.66
coarWEMm-008-21	20269	1785	4302	14182	0.09	0.21	0.70
coarWEMm-009-21	19753	2192	4864	12697	0.11	0.25	0.64
coarWEMm-010-21	23217	1701	4032	17484	0.07	0.17	0.75
coarWEMm-011-21	37317	3275	9502	24540	0.09	0.25	0.66
coarWEMm-012-21	42753	3567	11041	28145	0.08	0.26	0.66
coarWEMm-013-21	19808	1972	4461	13375	0.10	0.23	0.68
coarWEMm-014-21	21111	2351	5316	13444	0.11	0.25	0.64
coarWEMm-015-21	19744	1776	4060	13908	0.09	0.21	0.70
coarWEMm-016-21	20420	2147	4866	13407	0.11	0.24	0.66
coarWEMm-017-21	15427	1526	3726	10175	0.10	0.24	0.66
coarWEMm-018-21	17592	1797	4166	11629	0.10	0.24	0.66
coarWEMm-019-21	18372	2029	4888	11455	0.11	0.27	0.62
coarWEMm-020-21	19826	2089	4837	12900	0.11	0.24	0.65
coarWEMm-021-21	20462	2043	4904	13515	0.10	0.24	0.66
coarWEMm-022-21	23440	1806	4468	17166	0.08	0.19	0.73
coarWEMm-023-21	33554	2698	9931	20925	0.08	0.30	0.62
coarWEMm-024-21	46479	4016	12822	29641	0.09	0.28	0.64
coarWEMm-025-21	21478	2163	5299	14016	0.10	0.25	0.65
coarWEMm-026-21	21807	1927	4664	15216	0.09	0.21	0.70
coarWEMm-027-21	24558	1852	4621	18085	0.08	0.19	0.74
coarWEMm-028-21	19436	1774	4350	13312	0.09	0.22	0.68
coarWEMm-029-21	19461	1793	4360	13308	0.09	0.22	0.68
coarWEMm-030-21	19763	1906	4349	13508	0.10	0.22	0.68
coarWEMm-031-21	18951	2182	4913	11856	0.12	0.26	0.63
coarWEMm-032-21	19589	1818	4228	13543	0.09	0.22	0.69
coarWEMm-033-21	20814	1882	4633	14299	0.09	0.22	0.69
coarWEMm-034-21	18805	1625	3774	13406	0.09	0.20	0.71
coarWEMm-035-21	43585	2775	8733	32077	0.06	0.20	0.74
coarWEMm-036-21	57912	4172	15405	38335	0.07	0.27	0.66
coarWEMm-037-21	22815	2048	5092	15675	0.09	0.22	0.69
coarWEMm-038-21	21098	2118	5116	13864	0.10	0.24	0.66
coarWEMm-039-21	23415	2438	5956	15021	0.10	0.25	0.64
coarWEMm-040-21	19000	1943	4549	12508	0.10	0.24	0.66
coarWEMm-041-21	19526	2054	4868	12604	0.11	0.25	0.65
coarWEMm-042-21	17553	1973	5011	10569	0.11	0.29	0.60
coarWEMm-043-21	20930	1960	4660	14310	0.09	0.22	0.68
coarWEMm-044-21	17546	1512	3692	12342	0.09	0.21	0.70
coarWEMm-045-21	17009	1845	4733	10431	0.11	0.28	0.61
coarWEMm-046-21	22032	2100	4911	15021	0.10	0.22	0.68
coarWEMm-047-21	45648	3211	10863	31574	0.07	0.24	0.69
coarWEMm-048-21	109497	8148	36208	65141	0.07	0.33	0.59
coarWEMm-049-21	17682	1758	4290	11634	0.10	0.24	0.66
coarWEMm-050-21	64639	4964	16958	42717	0.08	0.26	0.66
coarWEMm-051-21	24336	2413	5984	15939	0.10	0.25	0.65
coarWEMm-052-21	22836	2005	5116	15715	0.09	0.22	0.69
coarWEMm-053-21	22524	2132	5152	15240	0.09	0.23	0.68
coarWEMm-054-21	71149	5166	17839	48144	0.07	0.25	0.68
coarWEMm-055-21	21261	1814	4458	14989	0.09	0.21	0.70
coarWEMm-056-21	21701	1906	4838	14957	0.09	0.22	0.69
coarWEMm-057-21	2704	453	761	1490	0.17	0.28	0.55
coarWEMm-058-21	23568	1769	4277	17522	0.08	0.18	0.74
coarWEMm-059-21	79099	3223	11998	63878	0.04	0.15	0.81
coarWEMm-060-21	93460	9401	37734	46325	0.10	0.40	0.50
coarWEMm-061-21	58490	6118	22108	30264	0.10	0.38	0.52
coarWEMm-062-21	29622	2859	10935	15828	0.10	0.37	0.53
coarWEMm-063-21	75583	6486	25623	43474	0.09	0.34	0.58
coarWEMm-064-21	59685	4714	19440	35531	0.08	0.33	0.60
coarWEMm-065-21	57213	6088	21928	29197	0.11	0.38	0.51
coarWEMm-066-21	77307	7034	28182	42091	0.09	0.36	0.54
coarWEMm-067-21	62209	6378	23860	31971	0.10	0.38	0.51
coarWEMm-068-21	60928	5550	22480	32898	0.09	0.37	0.54
coarWEMm-069-21	68941	6188	24893	37860	0.09	0.36	0.55
coarWEMm-070-21	103629	13997	53493	36139	0.14	0.52	0.35
coarWEMm-071-21	45732	3973	14200	27559	0.09	0.31	0.60
coarWEMm-072-21	25677	3211	8604	13862	0.13	0.34	0.54
coarWEMm-073-21	25559	3154	8648	13757	0.12	0.34	0.54
coarWEMm-074-21	21844	2502	6637	12705	0.11	0.30	0.58
coarWEMm-075-21	25885	2752	7344	15789	0.11	0.28	0.61
coarWEMm-076-21	11506	2316	5415	3775	0.20	0.47	0.33
coarWEMm-077-21	23122	3094	8231	11797	0.13	0.36	0.51
coarWEMm-078-21	21151	2490	6851	11810	0.12	0.32	0.56
coarWEMm-079-21	24948	3134	8334	13480	0.13	0.33	0.54
coarWEMm-080-NA	16297	2399	6194	7704	0.15	0.38	0.47
coarWEMm-081-NA	24613	3007	7873	13733	0.12	0.32	0.56
coarWEMm-082-NA	60030	4248	16125	39657	0.07	0.27	0.66
coarWEMm-083-NA	24037	2573	7161	14303	0.11	0.30	0.60
coarWEMm-084-NA	24950	3001	8240	13709	0.12	0.33	0.55
coarWEMm-085-NA	13607	1799	4911	6897	0.13	0.36	0.51
coarWEMm-086-NA	21780	2476	6280	13024	0.11	0.29	0.60
coarWEMm-087-NA	24382	2855	8003	13524	0.12	0.33	0.55
coarWEMm-088-NA	20616	2513	6921	11182	0.12	0.34	0.54
coarWEMm-089-NA	22459	3050	7784	11625	0.14	0.35	0.52
coarWEMm-090-NA	25225	3288	8425	13512	0.13	0.33	0.54
coarWEMm-091-NA	21123	2603	6880	11640	0.12	0.33	0.55
coarWEMm-092-NA	21983	2149	6255	13579	0.10	0.28	0.62
coarWEMm-093-NA	24988	2783	7690	14515	0.11	0.31	0.58
coarWEMm-094-NA	40596	3686	11612	25298	0.09	0.29	0.62
coarWEMm-095-NA	28371	2767	8719	16885	0.10	0.31	0.60
coarWEMm-096-NA	20124	2473	6688	10963	0.12	0.33	0.54
coarWEMm-097-NA	23004	2604	7086	13314	0.11	0.31	0.58
coarWEMm-098-NA	3987	802	1641	1544	0.20	0.41	0.39
coarWEMm-099-NA	22562	2095	5842	14625	0.09	0.26	0.65
coarWEMm-1076-22	23511	3214	7128	13169	0.14	0.30	0.56
coarWEMm-1078-22	28977	2466	6130	20381	0.09	0.21	0.70
coarWEMm-1079-22	48696	5267	14669	28760	0.11	0.30	0.59
coarWEMm-1080-22	21865	2512	5642	13711	0.11	0.26	0.63
coarWEMm-1081-22	24251	2757	6199	15295	0.11	0.26	0.63
coarWEMm-1082-22	56570	5876	18592	32102	0.10	0.33	0.57
coarWEMm-1083-22	35904	7170	18322	10412	0.20	0.51	0.29
coarWEMm-1084-22	35380	6759	17068	11553	0.19	0.48	0.33
coarWEMm-1085-22	42387	7161	18930	16296	0.17	0.45	0.38
coarWEMm-1086-22	36704	4692	13573	18439	0.13	0.37	0.50
coarWEMm-1087-22	35429	6631	16416	12382	0.19	0.46	0.35
coarWEMm-1088-22	40259	7658	20163	12438	0.19	0.50	0.31
coarWEMm-1089-22	36115	6983	17628	11504	0.19	0.49	0.32
coarWEMm-1090-22	41676	8336	22372	10968	0.20	0.54	0.26
coarWEMm-1091-22	42531	8803	22917	10811	0.21	0.54	0.25
coarWEMm-1092-22	125385	24330	71882	29173	0.19	0.57	0.23
coarWEMm-1093-22	51087	8449	22210	20428	0.17	0.43	0.40
coarWEMm-1094-22	45033	8905	22669	13459	0.20	0.50	0.30
coarWEMm-1095-22	30497	6044	15831	8622	0.20	0.52	0.28
coarWEMm-1096-22	36905	7337	17696	11872	0.20	0.48	0.32
coarWEMm-1097-22	35360	5646	15269	14445	0.16	0.43	0.41
coarWEMm-1098-22	36683	4531	12610	19542	0.12	0.34	0.53
coarWEMm-1099-22	29537	5558	14122	9857	0.19	0.48	0.33
coarWEMm-1100-22	39541	7619	18660	13262	0.19	0.47	0.34
coarWEMm-1276-22	40235	7477	18495	14263	0.19	0.46	0.35
coarWEMm-1277-22	34927	6920	18567	9440	0.20	0.53	0.27
coarWEMm-1278-22	39449	7687	20090	11672	0.19	0.51	0.30
coarWEMm-1279-22	42705	8539	22371	11795	0.20	0.52	0.28
coarWEMm-1280-22	50255	9306	23128	17821	0.19	0.46	0.35
coarWEMm-1281-22	38606	7741	19891	10974	0.20	0.52	0.28
coarWEMm-1282-22	37720	7239	18543	11938	0.19	0.49	0.32
coarWEMm-1283-22	35401	7216	18232	9953	0.20	0.52	0.28
coarWEMm-1284-22	43423	7279	19522	16622	0.17	0.45	0.38
coarWEMm-1285-22	40282	4834	15059	20389	0.12	0.37	0.51
coarWEMm-1286-22	30847	4944	12537	13366	0.16	0.41	0.43
coarWEMm-1287-22	34784	6929	17240	10615	0.20	0.50	0.31
coarWEMm-1288-22	36825	6588	16958	13279	0.18	0.46	0.36
coarWEMm-1289-22	39746	7219	18373	14154	0.18	0.46	0.36
coarWEMm-1290-22	42058	7553	19652	14853	0.18	0.47	0.35
coarWEMm-1291-22	42312	8022	21154	13136	0.19	0.50	0.31
coarWEMm-1292-22	46966	8875	22196	15895	0.19	0.47	0.34
coarWEMm-1293-22	44934	8429	21027	15478	0.19	0.47	0.34
coarWEMm-1294-22	37880	7273	18514	12093	0.19	0.49	0.32
coarWEMm-1295-22	37902	7327	18124	12451	0.19	0.48	0.33
coarWEMm-1296-22	43271	7054	18099	18118	0.16	0.42	0.42
coarWEMm-1297-22	48985	5726	18105	25154	0.12	0.37	0.51
coarWEMm-1298-22	50854	5605	14505	30744	0.11	0.29	0.60
coarWEMm-1299-22	32806	5550	13222	14034	0.17	0.40	0.43
coarWEMm-1300-22	29213	5014	13338	10861	0.17	0.46	0.37
coarWEMm-1326-22	35418	5913	15173	14332	0.17	0.43	0.40
coarWEMm-1327-22	30835	5127	13066	12642	0.17	0.42	0.41
coarWEMm-1328-22	32821	5842	14269	12710	0.18	0.43	0.39
coarWEMm-1329-22	36095	6403	15960	13732	0.18	0.44	0.38
coarWEMm-1330-22	36643	7085	17668	11890	0.19	0.48	0.32
coarWEMm-1331-22	39137	6759	17393	14985	0.17	0.44	0.38
coclCHIm-2613-21	104568	34231	66022	4315	0.33	0.63	0.04
coclCHIm-2618-21	42359	6027	19672	16660	0.14	0.46	0.39
coclCHIm-2623-21	5274	1735	3301	238	0.33	0.63	0.05
coclEASm-101-21	19188	2469	6274	10445	0.13	0.33	0.54
coclEASm-102-21	21375	2669	7092	11614	0.12	0.33	0.54
coclEASm-118-21	22290	2865	7170	12255	0.13	0.32	0.55
coclEASm-124-21	21232	2448	7151	11633	0.12	0.34	0.55
coclEASm-127-21	18948	2392	6236	10320	0.13	0.33	0.54
coclEASm-173-21	21247	2712	7466	11069	0.13	0.35	0.52
coclEASm-174-21	34627	3453	11059	20115	0.10	0.32	0.58
coclEASm-281-21	45015	4367	15512	25136	0.10	0.34	0.56
coclEASm-313-21	24288	3527	10512	10249	0.15	0.43	0.42
coclEASm-352-21	13513	3215	9974	324	0.24	0.74	0.02
coclEASm-353-21	11473	2748	8356	369	0.24	0.73	0.03
coclEASm-390-21	22475	2758	6632	13085	0.12	0.30	0.58
coclEASm-393-21	22942	3127	6482	13333	0.14	0.28	0.58
coclEASm-394-21	27674	3550	7877	16247	0.13	0.28	0.59
coclEASm-411-21	40415	5561	18363	16491	0.14	0.45	0.41
coclEASm-412-21	54585	7378	25654	21553	0.14	0.47	0.39
coclEASm-416-21	34543	5126	16401	13016	0.15	0.47	0.38
coclEASm-424-21	34564	4803	15704	14057	0.14	0.45	0.41
coclEASm-427-21	23428	3078	6837	13513	0.13	0.29	0.58
coclEASm-4309-22b	23899	3034	8936	11929	0.13	0.37	0.50
coclEASm-4309-22	154030	19306	76099	58625	0.13	0.49	0.38
coclEASm-431-21	26260	2540	5554	18166	0.10	0.21	0.69
coclEASm-4360-22	24935	2418	7517	15000	0.10	0.30	0.60
coclEASm-436-21	19546	2228	4717	12601	0.11	0.24	0.64
coclEASm-4363-22	94541	13188	41577	39776	0.14	0.44	0.42
coclEASm-4369-22	31613	4653	13686	13274	0.15	0.43	0.42
coclEASm-4373-22	25941	3847	11307	10787	0.15	0.44	0.42
coclEASm-4377-22	4709	776	2414	1519	0.16	0.51	0.32
coclEASm-439-21	16953	2407	4840	9706	0.14	0.29	0.57
coclEASm-441-21	21608	2884	5671	13053	0.13	0.26	0.60
coclEASm-446-21	20945	2689	5973	12283	0.13	0.29	0.59
coclEASm-447-21	19052	2448	5784	10820	0.13	0.30	0.57
coclEASm-452-21	23379	3256	6829	13294	0.14	0.29	0.57
coclEASm-553-21	21062	4430	16104	528	0.21	0.76	0.03
coclEASm-566-21	132161	22124	71045	38992	0.17	0.54	0.30
coclEASm-566-21	1616	585	1028	3	0.36	0.64	0.00
coclEASm-570-21	15831	2395	5575	7861	0.15	0.35	0.50
coclEASm-800-22	26415	2547	7431	16437	0.10	0.28	0.62
coclEASm-846-22	24235	3160	9645	11430	0.13	0.40	0.47
coclEASm-866-22	21631	2833	7976	10822	0.13	0.37	0.50
coclEASs-634-22	12364	1203	3218	7943	0.10	0.26	0.64
coclEASs-640-22	11858	1229	3261	7368	0.10	0.28	0.62
coclEASs-726-22	9353	1216	3209	4928	0.13	0.34	0.53
coclEASs-730-22	8669	1141	3024	4504	0.13	0.35	0.52
coclEASs-735-22	9518	1078	2861	5579	0.11	0.30	0.59
coclEASs-738-22	13134	1474	3755	7905	0.11	0.29	0.60
coclEASs-778-22	11511	1366	3430	6715	0.12	0.30	0.58
coclLAGs-021-20	13226	1471	3959	7796	0.11	0.30	0.59
coclLAGs-022-20	6292	1276	3348	1668	0.20	0.53	0.27
coclLAGs-023-20	11632	1194	3238	7200	0.10	0.28	0.62
coclLAGs-024-20	14597	1283	3444	9870	0.09	0.24	0.68
coclLAGs-025-20	10321	1264	3084	5973	0.12	0.30	0.58
coclLAGs-026-20	13296	1304	3366	8626	0.10	0.25	0.65
coclLAGs-027-20	13150	1540	4181	7429	0.12	0.32	0.56
coclLAGs-028-20	15256	1303	3397	10556	0.09	0.22	0.69
coclLAGs-029-20	15997	1559	4738	9700	0.10	0.30	0.61
coclLAGs-030-20	35527	3899	12824	18804	0.11	0.36	0.53
coclLAGs-2842-22	11173	1229	3194	6750	0.11	0.29	0.60
coclROGs-2001-21	8846	517	928	7401	0.06	0.10	0.84
coclROGs-2004-21	9275	1183	2796	5296	0.13	0.30	0.57
coclROGs-2007-21	3725	294	727	2704	0.08	0.20	0.73
coclROGs-2008-21	5690	902	1998	2790	0.16	0.35	0.49
coclROGs-2012-21	2359	276	596	1487	0.12	0.25	0.63
coclROGs-2013-21	1794	337	818	639	0.19	0.46	0.36
coclROGs-2016-21	7584	523	1334	5727	0.07	0.18	0.76
coclROGs-2017-21	2584	264	617	1703	0.10	0.24	0.66
coclROGs-2019-21	3269	352	741	2176	0.11	0.23	0.67
coclROGs-2020-21	5957	392	1110	4455	0.07	0.19	0.75
coclROGs-2021-21	2240	276	600	1364	0.12	0.27	0.61
coclROGs-2022-21	4473	348	903	3222	0.08	0.20	0.72
coclROGs-2023-21	750	246	477	27	0.33	0.64	0.04
coclWASm-2912-21	22110	3206	9265	9639	0.15	0.42	0.44
coclWASm-3728-22	17201	2521	6008	8672	0.15	0.35	0.50
coclWASm-3729-22	20285	2509	7004	10772	0.12	0.35	0.53
coclWASm-3732-22	17935	2114	4942	10879	0.12	0.28	0.61
coclWASm-3733-22	13441	1882	4427	7132	0.14	0.33	0.53
coclWEMm-1018-22	6628	660	1517	4451	0.10	0.23	0.67
coclWEMm-1071-22	4946	424	1026	3496	0.09	0.21	0.71
coclWEMm-1072-22	5227	441	1023	3763	0.08	0.20	0.72
