Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
02_input_files/coarNOTs-7737-21_S440_L001_R1_001	7349	1204	2002	4143	0.16	0.27	0.56
02_input_files/coarNOTs-7738-21_S441_L001_R1_001	22183	2571	4790	14822	0.12	0.22	0.67
02_input_files/coarNOTs-7739-21_S442_L001_R1_001	14986	1767	3162	10057	0.12	0.21	0.67
02_input_files/coarNOTs-7740-21_S443_L001_R1_001	17112	2158	4046	10908	0.13	0.24	0.64
02_input_files/coarNOTs-7741-21_S444_L001_R1_001	7732	1521	2663	3548	0.20	0.34	0.46
02_input_files/coarNOTs-7742-21_S445_L001_R1_001	22634	3148	6813	12673	0.14	0.30	0.56
02_input_files/coarNOTs-7743-21_S446_L001_R1_001	21197	2345	4396	14456	0.11	0.21	0.68
02_input_files/coarNOTs-7744-21_S447_L001_R1_001	21237	2729	5260	13248	0.13	0.25	0.62
02_input_files/coarNOTs-7745-21_S448_L001_R1_001	13014	1629	2966	8419	0.13	0.23	0.65
02_input_files/coarNOTs-7746-21_S449_L001_R1_001	17768	2076	3987	11705	0.12	0.22	0.66
02_input_files/coarNOTs-7747-21_S450_L001_R1_001	17652	1855	3083	12714	0.11	0.17	0.72
02_input_files/coarNOTs-7748-21_S451_L001_R1_001	13779	1770	3089	8920	0.13	0.22	0.65
02_input_files/coarNOTs-7749-21_S452_L001_R1_001	17150	2382	4331	10437	0.14	0.25	0.61
02_input_files/coarNOTs-7750-21_S453_L001_R1_001	18224	2421	4318	11485	0.13	0.24	0.63
02_input_files/coarNOTs-7751-21_S454_L001_R1_001	14707	2280	4306	8121	0.16	0.29	0.55
02_input_files/coarNOTs-7752-21_S455_L001_R1_001	9653	1229	1811	6613	0.13	0.19	0.69
02_input_files/coarNOTs-7753-21_S456_L001_R1_001	19454	2405	4620	12429	0.12	0.24	0.64
02_input_files/coarNOTs-7754-21_S457_L001_R1_001	71948	6640	17351	47957	0.09	0.24	0.67
02_input_files/coarNOTs-7755-21_S458_L001_R1_001	22884	2868	5551	14465	0.13	0.24	0.63
02_input_files/coarNOTs-7756-21_S459_L001_R1_001	40441	4040	8619	27782	0.10	0.21	0.69
02_input_files/coarNOTs-7757-21_S460_L001_R1_001	20131	2573	5113	12445	0.13	0.25	0.62
02_input_files/coarNOTs-7758-21_S461_L001_R1_001	20184	2502	4743	12939	0.12	0.23	0.64
02_input_files/coarNOTs-7759-21_S462_L001_R1_001	26463	2974	5599	17890	0.11	0.21	0.68
02_input_files/coarNOTs-7760-21_S463_L001_R1_001	15954	1958	3469	10527	0.12	0.22	0.66
02_input_files/coarNOTs-7761-21_S464_L001_R1_001	17907	1815	3098	12994	0.10	0.17	0.73
02_input_files/coarNOTs-7762-21_S465_L001_R1_001	20420	2459	4318	13643	0.12	0.21	0.67
02_input_files/coarNOTs-8-20_S526_L001_R1_001	4595	386	828	3381	0.08	0.18	0.74
02_input_files/coarNOTs-9-20_S527_L001_R1_001	5052	508	1204	3340	0.10	0.24	0.66
02_input_files/coarROGs-2751-21_S41_L001_R1_001	9892	839	2408	6645	0.08	0.24	0.67
02_input_files/coarROGs-2752-21_S42_L001_R1_001	166	88	62	16	0.53	0.37	0.10
02_input_files/coarROGs-2753-21_S43_L001_R1_001	188	92	86	10	0.49	0.46	0.05
02_input_files/coarROGs-2754-21_S44_L001_R1_001	151	79	63	9	0.52	0.42	0.06
02_input_files/coarROGs-2755-21_S45_L001_R1_001	143	66	70	7	0.46	0.49	0.05
02_input_files/coarROGs-2756-21_S46_L001_R1_001	34280	2697	6551	25032	0.08	0.19	0.73
02_input_files/coarRUPs-041-20_S143_L001_R1_001	13523	1377	3621	8525	0.10	0.27	0.63
02_input_files/coarRUPs-042-20_S144_L001_R1_001	21302	2677	7153	11472	0.13	0.34	0.54
02_input_files/coarRUPs-043-20_S145_L001_R1_001	25023	2558	8039	14426	0.10	0.32	0.58
02_input_files/coarRUPs-044-20_S146_L001_R1_001	12733	1328	3445	7960	0.10	0.27	0.63
02_input_files/coarRUPs-045-20_S147_L001_R1_001	8298	852	2193	5253	0.10	0.26	0.63
02_input_files/coarRUPs-046-20_S148_L001_R1_001	12414	1271	3232	7911	0.10	0.26	0.64
02_input_files/coarRUPs-047-20_S149_L001_R1_001	14279	1348	3370	9561	0.09	0.24	0.67
02_input_files/coarRUPs-048-20_S150_L001_R1_001	15402	1405	3859	10138	0.09	0.25	0.66
02_input_files/coarRUPs-049-20_S151_L001_R1_001	10472	1121	2600	6751	0.11	0.25	0.64
02_input_files/coarRUPs-050-20_S152_L001_R1_001	11033	1196	2885	6952	0.11	0.26	0.63
02_input_files/coarRUPs-051-20_S153_L001_R1_001	22801	1807	5051	15943	0.08	0.22	0.70
02_input_files/coarRUPs-052-20_S154_L001_R1_001	11394	1161	2860	7373	0.10	0.25	0.65
02_input_files/coarRUPs-053-20_S155_L001_R1_001	12210	1300	3398	7512	0.11	0.28	0.62
02_input_files/coarRUPs-054-20_S156_L001_R1_001	23463	2881	8493	12089	0.12	0.36	0.52
02_input_files/coarRUPs-055-20_S157_L001_R1_001	25701	2717	8590	14394	0.11	0.33	0.56
02_input_files/coarRUPs-056-20_S158_L001_R1_001	11817	1311	3329	7177	0.11	0.28	0.61
02_input_files/coarRUPs-057-20_S159_L001_R1_001	14523	1360	3756	9407	0.09	0.26	0.65
02_input_files/coarRUPs-058-20_S160_L001_R1_001	13154	1227	3014	8913	0.09	0.23	0.68
02_input_files/coarRUPs-059-20_S161_L001_R1_001	11351	1272	3231	6848	0.11	0.28	0.60
02_input_files/coarRUPs-060-20_S162_L001_R1_001	11547	1206	3222	7119	0.10	0.28	0.62
02_input_files/coarRUPs-061-20_S163_L001_R1_001	11937	1206	3538	7193	0.10	0.30	0.60
02_input_files/coarRUPs-062-20_S164_L001_R1_001	13958	1296	3496	9166	0.09	0.25	0.66
02_input_files/coarRUPs-063-20_S165_L001_R1_001	13708	1252	3004	9452	0.09	0.22	0.69
02_input_files/coarRUPs-064-20_S166_L001_R1_001	11723	1230	3015	7478	0.10	0.26	0.64
02_input_files/coarRUPs-065-20_S167_L001_R1_001	10238	1245	3445	5548	0.12	0.34	0.54
02_input_files/coarRUPs-066-20_S168_L001_R1_001	21598	2151	6294	13153	0.10	0.29	0.61
02_input_files/coarRUPs-067-20_S169_L001_R1_001	31889	3461	12023	16405	0.11	0.38	0.51
02_input_files/coarRUPs-068-20_S170_L001_R1_001	12252	1237	3149	7866	0.10	0.26	0.64
02_input_files/coarRUPs-069-20_S171_L001_R1_001	13417	1339	3699	8379	0.10	0.28	0.62
02_input_files/coarRUPs-070-20_S172_L001_R1_001	13018	1336	3409	8273	0.10	0.26	0.64
02_input_files/coarRUPs-071-20_S173_L001_R1_001	13743	1306	3643	8794	0.10	0.27	0.64
02_input_files/coarRUPs-072-20_S174_L001_R1_001	19949	1528	3855	14566	0.08	0.19	0.73
02_input_files/coarRUPs-073-20_S175_L001_R1_001	18235	1485	3802	12948	0.08	0.21	0.71
02_input_files/coarRUPs-074-20_S176_L001_R1_001	15182	1401	3848	9933	0.09	0.25	0.65
02_input_files/coarRUPs-075-20_S177_L001_R1_001	12165	1329	3236	7600	0.11	0.27	0.62
02_input_files/coarRUPs-076-20_S178_L001_R1_001	10568	1268	3127	6173	0.12	0.30	0.58
02_input_files/coarRUPs-077-20_S179_L001_R1_001	13207	1457	3804	7946	0.11	0.29	0.60
02_input_files/coarRUPs-078-20_S180_L001_R1_001	22073	2339	6999	12735	0.11	0.32	0.58
02_input_files/coarRUPs-079-20_S181_L001_R1_001	36387	4008	14152	18227	0.11	0.39	0.50
02_input_files/coarRUPs-080-20_S182_L001_R1_001	13539	1584	4073	7882	0.12	0.30	0.58
02_input_files/coarRUPs-10-20_S488_L001_R1_001	4939	430	908	3601	0.09	0.18	0.73
02_input_files/coarRUPs-11-20_S489_L001_R1_001	6397	429	748	5220	0.07	0.12	0.82
02_input_files/coarRUPs-1-20_S479_L001_R1_001	6435	469	1005	4961	0.07	0.16	0.77
02_input_files/coarRUPs-12-20_S490_L001_R1_001	3980	402	863	2715	0.10	0.22	0.68
02_input_files/coarRUPs-13-20_S491_L001_R1_001	9511	611	1471	7429	0.06	0.15	0.78
02_input_files/coarRUPs-14-20_S492_L001_R1_001	6952	500	946	5506	0.07	0.14	0.79
02_input_files/coarRUPs-15-20_S493_L001_R1_001	6897	535	1178	5184	0.08	0.17	0.75
02_input_files/coarRUPs-16-20_S494_L001_R1_001	3521	294	661	2566	0.08	0.19	0.73
02_input_files/coarRUPs-17-20_S495_L001_R1_001	7354	677	1789	4888	0.09	0.24	0.66
02_input_files/coarRUPs-18-20_S496_L001_R1_001	5738	572	1317	3849	0.10	0.23	0.67
02_input_files/coarRUPs-19-20_S497_L001_R1_001	4542	469	981	3092	0.10	0.22	0.68
02_input_files/coarRUPs-20-20_S498_L001_R1_001	6240	451	803	4986	0.07	0.13	0.80
02_input_files/coarRUPs-21-20_S499_L001_R1_001	5919	544	1279	4096	0.09	0.22	0.69
02_input_files/coarRUPs-2-20_S480_L001_R1_001	5812	439	781	4592	0.08	0.13	0.79
02_input_files/coarRUPs-22-20_S500_L001_R1_001	18959	1016	2641	15302	0.05	0.14	0.81
02_input_files/coarRUPs-23-20_S501_L001_R1_001	5472	501	1112	3859	0.09	0.20	0.71
02_input_files/coarRUPs-24-20_S502_L001_R1_001	6464	515	998	4951	0.08	0.15	0.77
02_input_files/coarRUPs-25-20_S503_L001_R1_001	5900	467	1075	4358	0.08	0.18	0.74
02_input_files/coarRUPs-26-20_S504_L001_R1_001	5241	575	1217	3449	0.11	0.23	0.66
02_input_files/coarRUPs-27-20_S505_L001_R1_001	5643	495	1108	4040	0.09	0.20	0.72
02_input_files/coarRUPs-28-20_S506_L001_R1_001	8163	700	1735	5728	0.09	0.21	0.70
02_input_files/coarRUPs-29-20_S507_L001_R1_001	11233	779	2233	8221	0.07	0.20	0.73
02_input_files/coarRUPs-30-20_S508_L001_R1_001	4388	371	648	3369	0.08	0.15	0.77
02_input_files/coarRUPs-31-20_S509_L001_R1_001	5160	507	1224	3429	0.10	0.24	0.66
02_input_files/coarRUPs-3-20_S481_L001_R1_001	8136	523	1082	6531	0.06	0.13	0.80
02_input_files/coarRUPs-32-20_S510_L001_R1_001	4815	472	1105	3238	0.10	0.23	0.67
02_input_files/coarRUPs-33-20_S511_L001_R1_001	4496	445	1011	3040	0.10	0.22	0.68
02_input_files/coarRUPs-34-20_S512_L001_R1_001	5935	565	1299	4071	0.10	0.22	0.69
02_input_files/coarRUPs-35-20_S513_L001_R1_001	4995	531	1237	3227	0.11	0.25	0.65
02_input_files/coarRUPs-36-20_S514_L001_R1_001	4636	456	1133	3047	0.10	0.24	0.66
02_input_files/coarRUPs-37-20_S515_L001_R1_001	4618	493	1160	2965	0.11	0.25	0.64
02_input_files/coarRUPs-38-20_S516_L001_R1_001	89	25	64	0	0.28	0.72	0.00
02_input_files/coarRUPs-39-20_S517_L001_R1_001	6094	433	692	4969	0.07	0.11	0.82
02_input_files/coarRUPs-40-20_S518_L001_R1_001	6399	489	1117	4793	0.08	0.17	0.75
02_input_files/coarRUPs-4-20_S482_L001_R1_001	7132	599	1372	5161	0.08	0.19	0.72
02_input_files/coarRUPs-5-20_S483_L001_R1_001	9027	771	2025	6231	0.09	0.22	0.69
02_input_files/coarRUPs-6-20_S484_L001_R1_001	5255	492	1148	3615	0.09	0.22	0.69
02_input_files/coarRUPs-7-20_S485_L001_R1_001	4663	445	890	3328	0.10	0.19	0.71
02_input_files/coarRUPs-7601-21_S466_L001_R1_001	22296	2279	4108	15909	0.10	0.18	0.71
02_input_files/coarRUPs-7602-21_S467_L001_R1_001	22462	2501	4441	15520	0.11	0.20	0.69
02_input_files/coarRUPs-7603-21_S468_L001_R1_001	25086	3131	6243	15712	0.12	0.25	0.63
02_input_files/coarRUPs-7604-21_S469_L001_R1_001	216126	23670	92721	99735	0.11	0.43	0.46
02_input_files/coarRUPs-7605-21_S470_L001_R1_001	58388	7302	17435	33651	0.13	0.30	0.58
02_input_files/coarRUPs-7606-21_S471_L001_R1_001	97664	10107	24955	62602	0.10	0.26	0.64
02_input_files/coarRUPs-7607-21_S472_L001_R1_001	58244	7300	16730	34214	0.13	0.29	0.59
02_input_files/coarRUPs-7608-21_S473_L001_R1_001	56622	6866	16153	33603	0.12	0.29	0.59
02_input_files/coarRUPs-7609-21_S474_L001_R1_001	96549	8490	20861	67198	0.09	0.22	0.70
02_input_files/coarRUPs-7610-21_S475_L001_R1_001	104111	8134	18823	77154	0.08	0.18	0.74
02_input_files/coarRUPs-7611-21_S476_L001_R1_001	71250	8298	19336	43616	0.12	0.27	0.61
02_input_files/coarRUPs-7612-21_S477_L001_R1_001	55915	6173	13777	35965	0.11	0.25	0.64
02_input_files/coarRUPs-7613-21_S478_L001_R1_001	13032	2287	4109	6636	0.18	0.32	0.51
02_input_files/coarRUPs-7614-21_S479_L001_R1_001	31940	3206	5997	22737	0.10	0.19	0.71
02_input_files/coarRUPs-7615-21_S480_L001_R1_001	54832	4535	10095	40202	0.08	0.18	0.73
02_input_files/coarRUPs-7616-21_S481_L001_R1_001	50130	6346	21885	21899	0.13	0.44	0.44
02_input_files/coarRUPs-7617-21_S482_L001_R1_001	56664	6269	21809	28586	0.11	0.38	0.50
02_input_files/coarRUPs-7618-21_S483_L001_R1_001	28072	3532	10961	13579	0.13	0.39	0.48
02_input_files/coarRUPs-7619-21_S484_L001_R1_001	34769	4219	12874	17676	0.12	0.37	0.51
02_input_files/coarRUPs-7620-21_S485_L001_R1_001	46972	4881	12872	29219	0.10	0.27	0.62
02_input_files/coarRUPs-7621-21_S486_L001_R1_001	34152	3503	7921	22728	0.10	0.23	0.67
02_input_files/coarRUPs-7622-21_S487_L001_R1_001	26451	2793	6108	17550	0.11	0.23	0.66
02_input_files/coarRUPs-7623-21_S488_L001_R1_001	33765	3568	8150	22047	0.11	0.24	0.65
02_input_files/coarRUPs-7624-21_S489_L001_R1_001	29286	3275	7475	18536	0.11	0.26	0.63
02_input_files/coarRUPs-7625-21_S490_L001_R1_001	49779	4580	11467	33732	0.09	0.23	0.68
02_input_files/coarRUPs-7626-21_S491_L001_R1_001	42981	4290	11554	27137	0.10	0.27	0.63
02_input_files/coarRUPs-7627-21_S492_L001_R1_001	119488	14914	49527	55047	0.12	0.41	0.46
02_input_files/coarRUPs-7628-21_S493_L001_R1_001	46864	5358	19031	22475	0.11	0.41	0.48
02_input_files/coarRUPs-7629-21_S494_L001_R1_001	41175	5660	17417	18098	0.14	0.42	0.44
02_input_files/coarRUPs-7630-21_S495_L001_R1_001	23299	2774	7763	12762	0.12	0.33	0.55
02_input_files/coarRUPs-7631-21_S496_L001_R1_001	29838	4265	12950	12623	0.14	0.43	0.42
02_input_files/coarRUPs-7632-21_S497_L001_R1_001	23069	2836	6575	13658	0.12	0.29	0.59
02_input_files/coarRUPs-7633-21_S498_L001_R1_001	16994	2196	4605	10193	0.13	0.27	0.60
02_input_files/coarRUPs-7634-21_S499_L001_R1_001	16099	2184	4341	9574	0.14	0.27	0.59
02_input_files/coarRUPs-7635-21_S500_L001_R1_001	21003	2463	5193	13347	0.12	0.25	0.64
02_input_files/coarRUPs-7636-21_S501_L001_R1_001	24336	2876	5417	16043	0.12	0.22	0.66
02_input_files/coarRUPs-7637-21_S502_L001_R1_001	23609	2790	5712	15107	0.12	0.24	0.64
02_input_files/coarRUPs-7638-21_S503_L001_R1_001	19390	2659	5231	11500	0.14	0.27	0.59
02_input_files/coarRUPs-7639-21_S504_L001_R1_001	37123	3843	8236	25044	0.10	0.22	0.67
02_input_files/coarRUPs-7640-21_S505_L001_R1_001	32437	4812	14677	12948	0.15	0.45	0.40
02_input_files/coarRUPs-7641-21_S506_L001_R1_001	44204	6521	20634	17049	0.15	0.47	0.39
02_input_files/coarRUPs-7642-21_S507_L001_R1_001	22288	2785	8639	10864	0.12	0.39	0.49
02_input_files/coarRUPs-7643-21_S508_L001_R1_001	28384	3468	10972	13944	0.12	0.39	0.49
02_input_files/coarRUPs-7644-21_S509_L001_R1_001	19824	2444	5277	12103	0.12	0.27	0.61
02_input_files/coarRUPs-7645-21_S510_L001_R1_001	25662	2456	5091	18115	0.10	0.20	0.71
02_input_files/coarRUPs-7646-21_S511_L001_R1_001	9354	1291	2485	5578	0.14	0.27	0.60
02_input_files/coarRUPs-7647-21_S512_L001_R1_001	16510	2260	4216	10034	0.14	0.26	0.61
02_input_files/coarRUPs-7648-21_S513_L001_R1_001	13165	1693	3188	8284	0.13	0.24	0.63
02_input_files/coarRUPs-7649-21_S514_L001_R1_001	14470	2013	3940	8517	0.14	0.27	0.59
02_input_files/coarRUPs-7650-21_S515_L001_R1_001	21287	2657	5156	13474	0.12	0.24	0.63
02_input_files/coarRUPs-7651-21_S516_L001_R1_001	27808	3230	6917	17661	0.12	0.25	0.64
02_input_files/coarRUPs-7652-21_S517_L001_R1_001	39976	5690	17622	16664	0.14	0.44	0.42
02_input_files/coarRUPs-7653-21_S518_L001_R1_001	47730	7043	22790	17897	0.15	0.48	0.37
02_input_files/coarRUPs-7654-21_S519_L001_R1_001	35503	4837	15475	15191	0.14	0.44	0.43
02_input_files/coarRUPs-7655-21_S520_L001_R1_001	38186	4459	15457	18270	0.12	0.40	0.48
02_input_files/coarRUPs-7656-21_S521_L001_R1_001	22353	2889	6319	13145	0.13	0.28	0.59
02_input_files/coarRUPs-7657-21_S522_L001_R1_001	14091	1688	3368	9035	0.12	0.24	0.64
02_input_files/coarRUPs-7658-21_S523_L001_R1_001	15510	1960	3861	9689	0.13	0.25	0.62
02_input_files/coarRUPs-7659-21_S524_L001_R1_001	18462	2274	4205	11983	0.12	0.23	0.65
02_input_files/coarRUPs-7660-21_S525_L001_R1_001	18393	2324	4434	11635	0.13	0.24	0.63
02_input_files/coarRUPs-8-20_S486_L001_R1_001	5513	504	1220	3789	0.09	0.22	0.69
02_input_files/coarRUPs-9-20_S487_L001_R1_001	5824	527	1178	4119	0.09	0.20	0.71
02_input_files/coarSABs-001-20_S19_L001_R1_001	55868	5290	11395	39183	0.09	0.20	0.70
02_input_files/coarSABs-002-20_S20_L001_R1_001	53472	5332	11717	36423	0.10	0.22	0.68
02_input_files/coarSABs-003-20_S21_L001_R1_001	33870	3281	5794	24795	0.10	0.17	0.73
02_input_files/coarSABs-004-20_S22_L001_R1_001	62043	5055	9975	47013	0.08	0.16	0.76
02_input_files/coarSABs-005-20_S23_L001_R1_001	66937	5196	10237	51504	0.08	0.15	0.77
02_input_files/coarSABs-006-20_S24_L001_R1_001	109789	9693	25883	74213	0.09	0.24	0.68
02_input_files/coarSABs-007-20_S25_L001_R1_001	63732	5195	12175	46362	0.08	0.19	0.73
02_input_files/coarSABs-008-20_S26_L001_R1_001	54535	5103	11166	38266	0.09	0.20	0.70
02_input_files/coarSABs-009-20_S27_L001_R1_001	50598	4285	9479	36834	0.08	0.19	0.73
02_input_files/coarSABs-010-20_S28_L001_R1_001	54877	4623	9468	40786	0.08	0.17	0.74
02_input_files/coarSABs-011-20_S29_L001_R1_001	33076	3385	6591	23100	0.10	0.20	0.70
02_input_files/coarSABs-012-20_S30_L001_R1_001	109855	6907	15849	87099	0.06	0.14	0.79
02_input_files/coarSABs-013-20_S31_L001_R1_001	46323	4798	10353	31172	0.10	0.22	0.67
02_input_files/coarSABs-014-20_S32_L001_R1_001	51879	3745	6878	41256	0.07	0.13	0.80
02_input_files/coarSABs-015-20_S33_L001_R1_001	48561	4716	10168	33677	0.10	0.21	0.69
02_input_files/coarSABs-016-20_S34_L001_R1_001	59329	4164	7317	47848	0.07	0.12	0.81
02_input_files/coarSABs-017-20_S35_L001_R1_001	51767	5334	11158	35275	0.10	0.22	0.68
02_input_files/coarSABs-018-20_S36_L001_R1_001	69184	5658	12816	50710	0.08	0.19	0.73
02_input_files/coarSABs-019-20_S37_L001_R1_001	74855	7027	18041	49787	0.09	0.24	0.67
02_input_files/coarSABs-020-20_S38_L001_R1_001	66324	5290	11644	49390	0.08	0.18	0.74
02_input_files/coarSABs-021-20_S39_L001_R1_001	51505	4616	10334	36555	0.09	0.20	0.71
02_input_files/coarSABs-022-20_S40_L001_R1_001	51217	4746	10129	36342	0.09	0.20	0.71
02_input_files/coarSABs-023-21_S1_L001_R1_001	163236	26320	87076	49840	0.16	0.53	0.31
02_input_files/coarSABs-024-21_S2_L001_R1_001	1830	390	1056	384	0.21	0.58	0.21
02_input_files/coarSABs-025-21_S3_L001_R1_001	88001	5432	10621	71948	0.06	0.12	0.82
02_input_files/coarSABs-026-21_S4_L001_R1_001	8442	1537	5977	928	0.18	0.71	0.11
02_input_files/coarSABs-027-21_S5_L001_R1_001	253	145	97	11	0.57	0.38	0.04
02_input_files/coarSABs-028-21_S6_L001_R1_001	60288	3859	6638	49791	0.06	0.11	0.83
02_input_files/coarSABs-029-21_S7_L001_R1_001	136777	12301	41136	83340	0.09	0.30	0.61
02_input_files/coarSABs-030-21_S8_L001_R1_001	4557	667	1548	2342	0.15	0.34	0.51
02_input_files/coarSABs-031-21_S9_L001_R1_001	51227	3906	8116	39205	0.08	0.16	0.77
02_input_files/coarSABs-032-21_S10_L001_R1_001	110246	8441	26449	75356	0.08	0.24	0.68
02_input_files/coarSABs-033-21_S11_L001_R1_001	77398	8200	20988	48210	0.11	0.27	0.62
02_input_files/coarSABs-034-21_S12_L001_R1_001	42888	7966	30484	4438	0.19	0.71	0.10
02_input_files/coarSABs-035-21_S13_L001_R1_001	227	106	108	13	0.47	0.48	0.06
02_input_files/coarSABs-036-21_S14_L001_R1_001	526	117	265	144	0.22	0.50	0.27
02_input_files/coarSABs-037-21_S15_L001_R1_001	43152	3238	5958	33956	0.08	0.14	0.79
02_input_files/coarSABs-038-21_S16_L001_R1_001	29811	2188	4547	23076	0.07	0.15	0.77
02_input_files/coarSABs-039-21_S17_L001_R1_001	16595	968	1647	13980	0.06	0.10	0.84
02_input_files/coarSABs-040-21_S18_L001_R1_001	273	99	154	20	0.36	0.56	0.07
02_input_files/coarWASm-001-20_S203_L001_R1_001	82750	7541	20709	54500	0.09	0.25	0.66
02_input_files/coarWASm-002-20_S204_L001_R1_001	87948	9947	34171	43830	0.11	0.39	0.50
02_input_files/coarWASm-003-20_S205_L001_R1_001	61	30	11	20	0.49	0.18	0.33
02_input_files/coarWASm-004-20_S206_L001_R1_001	13666	2131	4361	7174	0.16	0.32	0.52
02_input_files/coarWASm-005-20_S207_L001_R1_001	22545	2982	6394	13169	0.13	0.28	0.58
02_input_files/coarWASm-006-20_S208_L001_R1_001	13219	1760	3523	7936	0.13	0.27	0.60
02_input_files/coarWASm-007-20_S209_L001_R1_001	15903	3342	6629	5932	0.21	0.42	0.37
02_input_files/coarWASm-008-20_S210_L001_R1_001	15073	3149	5734	6190	0.21	0.38	0.41
02_input_files/coarWASm-009-20_S211_L001_R1_001	20545	3233	6083	11229	0.16	0.30	0.55
02_input_files/coarWASm-010-20_S212_L001_R1_001	19944	2626	5518	11800	0.13	0.28	0.59
02_input_files/coarWASm-011-20_S213_L001_R1_001	14660	2188	4715	7757	0.15	0.32	0.53
02_input_files/coarWASm-012-20_S214_L001_R1_001	14425	1507	3206	9712	0.10	0.22	0.67
02_input_files/coarWASm-013-20_S215_L001_R1_001	13894	1386	2371	10137	0.10	0.17	0.73
02_input_files/coarWASm-014-20_S216_L001_R1_001	30487	3065	8113	19309	0.10	0.27	0.63
02_input_files/coarWASm-015-20_S217_L001_R1_001	9940	925	1256	7759	0.09	0.13	0.78
02_input_files/coarWASm-016-20_S218_L001_R1_001	9620	1651	3505	4464	0.17	0.36	0.46
02_input_files/coarWASm-017-20_S219_L001_R1_001	17908	2418	5346	10144	0.14	0.30	0.57
02_input_files/coarWASm-018-20_S220_L001_R1_001	26606	3791	8135	14680	0.14	0.31	0.55
02_input_files/coarWASm-019-20_S221_L001_R1_001	13628	2702	4957	5969	0.20	0.36	0.44
02_input_files/coarWASm-020-20_S222_L001_R1_001	25447	4359	8506	12582	0.17	0.33	0.49
02_input_files/coarWASm-021-20_S223_L001_R1_001	17479	2445	5456	9578	0.14	0.31	0.55
02_input_files/coarWASm-022-20_S224_L001_R1_001	12543	2252	4305	5986	0.18	0.34	0.48
02_input_files/coarWASm-023-20_S225_L001_R1_001	18613	2268	4890	11455	0.12	0.26	0.62
02_input_files/coarWASm-2951-21_S226_L001_R1_001	10353	1486	2822	6045	0.14	0.27	0.58
02_input_files/coarWASm-2952-21_S227_L001_R1_001	17517	2103	4120	11294	0.12	0.24	0.64
02_input_files/coarWASm-2953-21_S228_L001_R1_001	15618	2118	4665	8835	0.14	0.30	0.57
02_input_files/coarWASm-2954-21_S229_L001_R1_001	36543	4126	9969	22448	0.11	0.27	0.61
02_input_files/coarWASm-2955-21_S230_L001_R1_001	20326	2899	6141	11286	0.14	0.30	0.56
02_input_files/coarWASm-2956-21_S231_L001_R1_001	19162	2616	5475	11071	0.14	0.29	0.58
02_input_files/coarWASm-2957-21_S232_L001_R1_001	24955	3420	7467	14068	0.14	0.30	0.56
02_input_files/coarWASm-2958-21_S233_L001_R1_001	30800	4845	11604	14351	0.16	0.38	0.47
02_input_files/coarWASm-2959-21_S234_L001_R1_001	17632	2691	5436	9505	0.15	0.31	0.54
02_input_files/coarWASm-2960-21_S235_L001_R1_001	19022	2382	4703	11937	0.13	0.25	0.63
02_input_files/coarWASm-2961-21_S236_L001_R1_001	10725	1555	3017	6153	0.14	0.28	0.57
02_input_files/coarWASm-2962-21_S237_L001_R1_001	22841	3275	6885	12681	0.14	0.30	0.56
02_input_files/coarWASm-2963-21_S238_L001_R1_001	10961	1146	2038	7777	0.10	0.19	0.71
02_input_files/coarWASm-2964-21_S239_L001_R1_001	15215	1646	2881	10688	0.11	0.19	0.70
02_input_files/coarWASm-2965-21_S240_L001_R1_001	28687	3193	7188	18306	0.11	0.25	0.64
02_input_files/coarWASm-2966-21_S241_L001_R1_001	16860	3208	6952	6700	0.19	0.41	0.40
02_input_files/coarWASm-2967-21_S242_L001_R1_001	18502	2320	4933	11249	0.13	0.27	0.61
02_input_files/coarWASm-2968-21_S243_L001_R1_001	20256	3057	6378	10821	0.15	0.31	0.53
02_input_files/coarWASm-2969-21_S244_L001_R1_001	24259	3164	6780	14315	0.13	0.28	0.59
02_input_files/coarWASm-2970-21_S245_L001_R1_001	23495	2981	6546	13968	0.13	0.28	0.59
02_input_files/coarWASm-2971-21_S246_L001_R1_001	19271	3587	6918	8766	0.19	0.36	0.45
02_input_files/coarWASm-2972-21_S247_L001_R1_001	15134	1809	3345	9980	0.12	0.22	0.66
02_input_files/coarWASm-2973-21_S248_L001_R1_001	12130	1604	3137	7389	0.13	0.26	0.61
02_input_files/coarWASm-2974-21_S249_L001_R1_001	16637	3539	6700	6398	0.21	0.40	0.38
02_input_files/coarWASm-2975-21_S250_L001_R1_001	21805	1978	3478	16349	0.09	0.16	0.75
02_input_files/coarWASm-2976-21_S251_L001_R1_001	7236	1142	2236	3858	0.16	0.31	0.53
02_input_files/coarWASm-2977-21_S252_L001_R1_001	23184	2603	5614	14967	0.11	0.24	0.65
02_input_files/coarWASm-2978-21_S253_L001_R1_001	37734	4457	11044	22233	0.12	0.29	0.59
02_input_files/coarWASm-2979-21_S254_L001_R1_001	11734	2593	5059	4082	0.22	0.43	0.35
02_input_files/coarWASm-2980-21_S255_L001_R1_001	20659	2736	5515	12408	0.13	0.27	0.60
02_input_files/coarWASm-2981-21_S256_L001_R1_001	19416	2703	5778	10935	0.14	0.30	0.56
02_input_files/coarWASm-2982-21_S257_L001_R1_001	21840	3585	6917	11338	0.16	0.32	0.52
